,Unnamed: 0,context,answer,question,start_idx,end_idx,predicted_answer,score
770,770,"It shows the organs from the side. Find each organ in the drawing as you read about it in the text. The two ovaries are small, oval organs on either side of the uterus.",you read about it in the text,"how do you find each organ in the drawing ?
",69,97,[CLS],0.0
771,771,"It shows the organs from the side. Find each organ in the drawing as you read about it in the text. The two ovaries are small, oval organs on either side of the uterus.",It shows the organs from the side. Find each organ in the drawing,"how does it show the organs from the side ?
",0,64,[CLS],0.0
772,772,"The two ovaries are small, oval organs on either side of the uterus. Each ovary contains thousands of eggs, with about 1-2 million immature eggs present at birth and 40,000 immature eggs present at puberty, as most of the eggs die off. The eggs do not fully develop until a female has gone through puberty.",most of the eggs die off,"why are 40 , 000 immature eggs present at puberty ?
",210,233,most of the eggs die off,1.0
773,773,"The two ovaries are small, oval organs on either side of the uterus. Each ovary contains thousands of eggs, with about 1-2 million immature eggs present at birth and 40,000 immature eggs present at puberty, as most of the eggs die off. The eggs do not fully develop until a female has gone through puberty.","Each ovary contains thousands of eggs, with about 1-2 million immature eggs present at birth and 40,000 immature eggs present at puberty","how many eggs does each ovary contain ?
",69,204,"[CLS] the two ovaries are small , oval organs on either side of the uterus . each ovary contains thousands of eggs",0.3
774,774,"If an egg is not fertilized, the system must prepare itself again the next cycle. The female reproductive system also supports a baby as it develops before birth, and it facilitates the babys birth at the end of pregnancy. ","it develops before birth, and","why does the female reproductive system support a baby ?
",137,165,"the female reproductive system also supports a baby as it develops before birth , and it facilitates the babys birth at the end of pregnancy",0.4
775,775,"If an egg is not fertilized, the system must prepare itself again the next cycle. The female reproductive system also supports a baby as it develops before birth, and it facilitates the babys birth at the end of pregnancy. ",The female reproductive system also supports a baby,"why does it facilitate the babys birth at the end of pregnancy ?
",82,132,[CLS],0.0
776,776,"In order to absorb oxygen from the water, fish use gills (Figure 1.2). Gills take dissolved oxygen from water as the water flows over the surface of the gill. Gills help a fish breathe.",the water flows over the surface of the gill,"why do gills take dissolved oxygen from water ?
",113,156,water flows over the surface of the gill,1.0
777,777,"In order to absorb oxygen from the water, fish use gills (Figure 1.2). Gills take dissolved oxygen from water as the water flows over the surface of the gill. Gills help a fish breathe.",Gills take dissolved oxygen from water,"what do gills do as the water flows over the surface of the gill ?
",71,108,gills take dissolved oxygen from water as the water flows over the surface of the gill . gills help a fish breathe,0.5217391304347826
778,778,"As a result, allele frequencies are constantly changing, and populations are constantly evolving. As mutations and natural selection occur frequently in nature, it is difficult for a population to be at genetic equilibrium. The Hardy-Weinberg model also serves a mathematical formula used to predict allele frequencies in a population at genetic equilibrium.",mutations and natural selection occur frequently in nature,"why is it difficult for a population to be at genetic equilibrium ?
",101,158,,0.0
779,779,"As a result, allele frequencies are constantly changing, and populations are constantly evolving. As mutations and natural selection occur frequently in nature, it is difficult for a population to be at genetic equilibrium. The Hardy-Weinberg model also serves a mathematical formula used to predict allele frequencies in a population at genetic equilibrium.",it is difficult for a population to be at genetic equilibrium,"why do mutations and natural selection occur frequently in nature ?
",161,221,,0.0
780,780,"Bacteria are responsible for many types of human illness (Figure 1.1), including: Strep throat Tuberculosis Pneumonia Leprosy Lyme disease Luckily most of these can be treated with antibiotics, which kill the bacteria. It is important that when a medical doctor prescribes antibiotics for you, you take the medicine exactly as the doctor tells you. You need to make sure the bacteria is killed.",the doctor tells you,"how do you take the medicine when a medical doctor prescribes antibiotics for you ?
",327,346,exactly as the doctor tells you,0.7499999999999999
781,781,"Bacteria are responsible for many types of human illness (Figure 1.1), including: Strep throat Tuberculosis Pneumonia Leprosy Lyme disease Luckily most of these can be treated with antibiotics, which kill the bacteria. It is important that when a medical doctor prescribes antibiotics for you, you take the medicine exactly as the doctor tells you. You need to make sure the bacteria is killed.","It is important that when a medical doctor prescribes antibiotics for you, you take the medicine exactly","why do you need to make sure the bacteria is killed ?
",219,322,"antibiotics , which kill the bacteria .",0.10526315789473685
782,782,"After reading about the effects of air pollution, both indoors and outdoors, you may wonder how you can avoid it. As for outdoor air pollution, if you hear in the news that the outdoor air quality is particularly bad, then it might make sense to wear a mask outdoors or to stay indoors. Because you have more control over your indoor air quality than the outdoor air quality, there are some simple steps you can take indoors to make sure the air quality is less polluted.",for outdoor air pollution,"for what purpose might you wear a mask outdoors or stay indoors ?
",117,141,[CLS],0.0
783,783,"After reading about the effects of air pollution, both indoors and outdoors, you may wonder how you can avoid it. As for outdoor air pollution, if you hear in the news that the outdoor air quality is particularly bad, then it might make sense to wear a mask outdoors or to stay indoors. Because you have more control over your indoor air quality than the outdoor air quality, there are some simple steps you can take indoors to make sure the air quality is less polluted.","if you hear in the news that the outdoor air quality is particularly bad, then it might make sense to wear a mask outdoors or to stay indoors","why might you wear a mask or stay indoors ?
",144,284,[CLS],0.0
784,784,"Some people believe that the taste of food will tell you if it is bad. As a rule, you probably should not eat bad tasting food, but many contaminated foods can still taste good. You can help prevent foodborne illness by following a few simple rules.",a rule,"why should you not eat bad tasting food , but many contaminated foods can still taste good ?
",74,79,[CLS],0.0
785,785,"Some people believe that the taste of food will tell you if it is bad. As a rule, you probably should not eat bad tasting food, but many contaminated foods can still taste good. You can help prevent foodborne illness by following a few simple rules.","you probably should not eat bad tasting food, but many contaminated foods can still taste good","what do some people believe the taste of food will tell you if it is bad ?
",82,175,prevent foodborne illness,0.0
786,786,"In the laboratory, bacteria can be changed to provide us with a variety of useful materials. Bacteria can be used as tiny factories to produce desired chemicals and medicines. For example, insulin, which is necessary to treat people with diabetes, can be produced using bacteria.",tiny factories to produce desired chemicals and medicines,"for what purpose can bacteria be used in the laboratory ?
",117,173,useful materials . bacteria can be used as tiny factories to produce desired chemicals and medicines,0.6956521739130436
787,787,"In the laboratory, bacteria can be changed to provide us with a variety of useful materials. Bacteria can be used as tiny factories to produce desired chemicals and medicines. For example, insulin, which is necessary to treat people with diabetes, can be produced using bacteria.",Bacteria can be used,"for what purpose can insulin be produced in the laboratory ?
",93,112,,0.0
788,788,"Then, the virus kills the helper T cells. As the number of viruses in the blood rises, the number of helper T cells falls. Without helper T cells, the immune system is unable to protect the body.",the number of viruses in the blood rises,"why does the number of helper t cells fall ?
",45,84,"the number of viruses in the blood rises , the number of helper t cells falls . without helper t cells , the immune system is unable to protect the body .",0.41379310344827586
789,789,"Then, the virus kills the helper T cells. As the number of viruses in the blood rises, the number of helper T cells falls. Without helper T cells, the immune system is unable to protect the body.",the number of helper T cells falls,"as the number of viruses in the blood rises , what happens ?
",87,120,the number of helper t cells falls,1.0
790,790,"An example of positive feedback is milk production in nursing mothers. As the baby drinks her mothers milk, the hormone prolactin, a chemical signal, is released. The more the baby suckles, the more prolactin is released, which causes more milk to be produced.",the baby drinks her mothers milk,"when is the hormone prolactin released ?
",74,105,"the more the baby suckles , the more prolactin is released , which causes more milk to be produced",0.21052631578947364
791,791,"An example of positive feedback is milk production in nursing mothers. As the baby drinks her mothers milk, the hormone prolactin, a chemical signal, is released. The more the baby suckles, the more prolactin is released, which causes more milk to be produced.","the hormone prolactin, a chemical signal, is released","what happens as the baby drinks her mothers milk ?
",108,160,"the more the baby suckles , the more prolactin is released , which causes more milk to be produced",0.3
792,792,"When glucose (sugar) levels in the blood are too high, the pancreas secretes insulin to stimulate the absorption of glucose and the conversion of glucose into glycogen, which is stored in the liver. As blood glucose levels decrease, less insulin is produced. When glucose levels are too low, another hormone called glucagon is produced, which causes the liver to convert glycogen back to glucose.",blood glucose levels decrease,"when is less insulin produced ?
",202,230,[CLS],0.0
793,793,"When glucose (sugar) levels in the blood are too high, the pancreas secretes insulin to stimulate the absorption of glucose and the conversion of glucose into glycogen, which is stored in the liver. As blood glucose levels decrease, less insulin is produced. When glucose levels are too low, another hormone called glucagon is produced, which causes the liver to convert glycogen back to glucose.",less insulin is produced,"what happens as blood glucose levels decrease ?
",233,256,[CLS],0.0
794,794,"We, like all animals, exhale this carbon dioxide and return it back to the atmosphere. Also, carbon is released to the atmosphere as an organism dies and decomposes. Cellular respiration and photosynthesis can be described as a cycle, as one uses carbon dioxide (and water) and makes oxygen (and glucose), and the other uses oxygen (and glucose) and makes carbon dioxide (and water).",an organism dies and decomposes,"why is carbon released to the atmosphere ?
",133,163,"[CLS] we , like all animals , exhale this carbon dioxide and return it back to the atmosphere . also , carbon is released to the atmosphere as an organism dies and decomposes",0.2666666666666667
795,795,"We, like all animals, exhale this carbon dioxide and return it back to the atmosphere. Also, carbon is released to the atmosphere as an organism dies and decomposes. Cellular respiration and photosynthesis can be described as a cycle, as one uses carbon dioxide (and water) and makes oxygen (and glucose), and the other uses oxygen (and glucose) and makes carbon dioxide (and water).","Also, carbon is released to the atmosphere","what happens when an organism dies and decomposes ?
",87,128,[CLS],0.0
796,796,"Also, carbon is released to the atmosphere as an organism dies and decomposes. Cellular respiration and photosynthesis can be described as a cycle, as one uses carbon dioxide (and water) and makes oxygen (and glucose), and the other uses oxygen (and glucose) and makes carbon dioxide (and water). The carbon cycle.","a cycle, as one uses carbon dioxide (and water) and makes oxygen (and glucose), and the other uses oxygen (and glucose) and","what can cellular respiration and photosynthesis be described as ?
",139,261,[CLS],0.0
797,797,"Also, carbon is released to the atmosphere as an organism dies and decomposes. Cellular respiration and photosynthesis can be described as a cycle, as one uses carbon dioxide (and water) and makes oxygen (and glucose), and the other uses oxygen (and glucose) and makes carbon dioxide (and water). The carbon cycle.",Cellular respiration and photosynthesis can be described,"what can be described as a cycle , as one uses carbon dioxide ( and water ) and makes oxygen ( and glucose ?
",79,134,[CLS],0.0
798,798,"Specifically, industrial and agricultural chemicals, waste, and acid rain threaten water. As water is essential for all ecosystems, water pollution can result in the extinction of species. A bird that was the victim of an oil spill.",water is essential for all ecosystems,"why can water pollution result in the extinction of species ?
",93,129,"[CLS] specifically , industrial and agricultural chemicals , waste , and acid rain threaten water . as water is essential for all ecosystems , water pollution",0.4444444444444445
799,799,"Specifically, industrial and agricultural chemicals, waste, and acid rain threaten water. As water is essential for all ecosystems, water pollution can result in the extinction of species. A bird that was the victim of an oil spill.",water pollution can result in the extinction of species,"why is water essential for all ecosystems ?
",132,186,"[CLS] specifically , industrial and agricultural chemicals , waste , and acid rain threaten water . as water is essential for all ecosystems , water pollution",0.13793103448275862
800,800,"These all degrade the soil as well. As soil is the foundation of terrestrial ecosystems, this can result in extinction. ",soil is the foundation of terrestrial ecosystems,"why can this result in extinction ?
",39,86,[CLS],0.0
801,801,"These all degrade the soil as well. As soil is the foundation of terrestrial ecosystems, this can result in extinction. ",this can result in extinction,"what can happen to soil as it is the foundation of terrestrial ecosystems ?
",89,117,[CLS],0.0
802,802,"Mechanical digestion begins in the mouth and involves physical processes, such as chewing. This process continues in the stomach as the food is mixed with digestive juices. In chemical digestion, large food molecules are broken down into small nutrient molecules.",the food is mixed with digestive juices,"why does mechanical digestion continue in the stomach ?
",132,170,[CLS],0.0
803,803,"Mechanical digestion begins in the mouth and involves physical processes, such as chewing. This process continues in the stomach as the food is mixed with digestive juices. In chemical digestion, large food molecules are broken down into small nutrient molecules.",This process continues in the stomach,"where does mechanical digestion end as food is mixed with digestive juices ?
",91,127,"[CLS] mechanical digestion begins in the mouth and involves physical processes , such as chewing . this process continues in the stomach",0.4347826086956522
804,804,"In chemical digestion, large food molecules are broken down into small nutrient molecules. This is a chemical process which also begins in the mouth as saliva begins to break down food and continues in the stomach as stomach enzymes further digest the food. Absorption is the process that allows substances you eat to be taken up by the blood.",saliva begins to break down food and continues in the stomach as stomach enzymes further digest the food,"why does chemical digestion begin in the mouth ?
",152,255,[CLS],0.0
805,805,"In chemical digestion, large food molecules are broken down into small nutrient molecules. This is a chemical process which also begins in the mouth as saliva begins to break down food and continues in the stomach as stomach enzymes further digest the food. Absorption is the process that allows substances you eat to be taken up by the blood.",This is a chemical process which also begins in the mouth,"when do large food molecules break down into small nutrient molecules ?
",91,147,[CLS],0.0
806,806,"In chemical digestion, large food molecules are broken down into small nutrient molecules. This is a chemical process which also begins in the mouth as saliva begins to break down food and continues in the stomach as stomach enzymes further digest the food. Absorption is the process that allows substances you eat to be taken up by the blood.",stomach enzymes further digest the food,"for what purpose does chemical digestion continue in the stomach ?
",217,255,,0.0
807,807,"In chemical digestion, large food molecules are broken down into small nutrient molecules. This is a chemical process which also begins in the mouth as saliva begins to break down food and continues in the stomach as stomach enzymes further digest the food. Absorption is the process that allows substances you eat to be taken up by the blood.",saliva begins to break down food and continues in the stomach,"why does chemical digestion begin in the mouth ?
",152,212,[CLS],0.0
808,808,"At this point, the skeleton is very flexible. As the fetus develops, hard bone begins to replace the cartilage, and the skeleton begins to harden. Not all of the cartilage, however, is replaced by bone.",the fetus develops,"when does hard bone begin to replace the cartilage ?
",49,66,[CLS],0.0
809,809,"At this point, the skeleton is very flexible. As the fetus develops, hard bone begins to replace the cartilage, and the skeleton begins to harden. Not all of the cartilage, however, is replaced by bone.","hard bone begins to replace the cartilage, and the skeleton begins to harden","what happens as the fetus develops ?
",69,144,[CLS],0.0
810,810,"A baby is born with zones of cartilage in its bones that allow growth of the bones. These areas, called growth plates, allow the bones to grow longer as the child grows. By the time the child reaches an age of about 18 to 25 years, all of the cartilage in the growth plate has been replaced by bone.",the child grows,"why do the bones grow longer ?
",153,167,"growth plates , allow the bones to grow longer as the child grows",0.33333333333333337
811,811,"A baby is born with zones of cartilage in its bones that allow growth of the bones. These areas, called growth plates, allow the bones to grow longer as the child grows. By the time the child reaches an age of about 18 to 25 years, all of the cartilage in the growth plate has been replaced by bone.","These areas, called growth plates, allow the bones to grow longer","why is a baby born with zones of cartilage in its bones that allow growth of the bones as it grows ?
",84,148,"growth plates , allow the bones to grow longer as the child grows",0.7
812,812,"Formaldehyde, a toxic gas emitted from building materials, such as carpeting and plywood. Volatile organic compounds (VOCs), which are given off by paint and solvents as they dry. They can cause cause long-term health effects.",they dry,"when are vocs given off by paint and solvents ?
",170,177,[CLS],0.0
813,813,"Formaldehyde, a toxic gas emitted from building materials, such as carpeting and plywood. Volatile organic compounds (VOCs), which are given off by paint and solvents as they dry. They can cause cause long-term health effects.","Formaldehyde, a toxic gas emitted from building materials, such as carpeting and plywood. Volatile organic compounds (VOCs), which are given off by paint and solvents","what can cause long - term health effects ?
",0,165,,0.0
814,814,"There are numerous milestones that occur during the first few years of childhood. These include the use of language, walking and running, understanding simple concepts, pretend play, the development of fine motor skills, the development of independence, Children develop better motor skills as they get older. having temper tantrums, demonstrating separation anxiety, becoming fully potty-trained, showing natural curiosity.",they get older,"when do children develop better motor skills ?
",294,307,as they get older,0.8571428571428571
815,815,"There are numerous milestones that occur during the first few years of childhood. These include the use of language, walking and running, understanding simple concepts, pretend play, the development of fine motor skills, the development of independence, Children develop better motor skills as they get older. having temper tantrums, demonstrating separation anxiety, becoming fully potty-trained, showing natural curiosity.","These include the use of language, walking and running, understanding simple concepts, pretend play, the development of fine motor skills, the development of independence, Children develop better motor skills","what are numerous milestones that occur during the first few years of childhood ?
",82,289,,0.0
816,816,"Alfred Wallace developed a similar theory of evolution by natural selection. Imagine developing a theory that conflicted with widely held beliefs of the time, as Darwin did. Imagine pulling together material from all these different people, adding his own findings, and turning it all into his theory.",Darwin did,"who developed a theory that conflicted with widely held beliefs of the time ?
",162,171,alfred wallace,0.0
817,817,"Alfred Wallace developed a similar theory of evolution by natural selection. Imagine developing a theory that conflicted with widely held beliefs of the time, as Darwin did. Imagine pulling together material from all these different people, adding his own findings, and turning it all into his theory.",Alfred Wallace developed a similar theory of evolution by natural selection. Imagine developing a theory that conflicted with widely held beliefs of the time,"what did alfred wallace do ?
",0,156,"evolution by natural selection . imagine developing a theory that conflicted with widely held beliefs of the time , as darwin did . imagine pulling together material from all these different people , adding his own findings , and turning it all into his theory",0.5423728813559322
818,818,"The early jawless fish are thought to have relied on filter feeding to capture their food, and most likely would have sucked water and debris from the seafloor into their mouth, releasing water and waste out of their gills. As other sea life evolved, these jawless fish began to feed on other fish species, and are now considered a pest in their habitat. Lampreys have no natural predators.",other sea life evolved,"why did these jawless fish begin to feed on other fish species ?
",227,248,as other sea life evolved,0.888888888888889
819,819,"The early jawless fish are thought to have relied on filter feeding to capture their food, and most likely would have sucked water and debris from the seafloor into their mouth, releasing water and waste out of their gills. As other sea life evolved, these jawless fish began to feed on other fish species, and are now considered a pest in their habitat. Lampreys have no natural predators.","these jawless fish began to feed on other fish species, and are now considered a pest in their habitat","what happened to the jawless fish as other sea life evolved ?
",251,352,feed on other fish species,0.4347826086956522
820,820,"Below, a broken ulna has been repaired with pins (Figure 1.2). The upper part of the ulna, just above the elbow joint, is broken, as you can see in the X-ray to the left. The x-ray to the right was taken after a surgeon inserted a system of pins and wires across the fracture to bring the two pieces of the ulna into close proximity.",you can see in the X-ray to the left,"how is the upper part of the ulna broken ?
",133,168,[CLS],0.0
821,821,"Below, a broken ulna has been repaired with pins (Figure 1.2). The upper part of the ulna, just above the elbow joint, is broken, as you can see in the X-ray to the left. The x-ray to the right was taken after a surgeon inserted a system of pins and wires across the fracture to bring the two pieces of the ulna into close proximity.","The upper part of the ulna, just above the elbow joint, is broken","why has a broken ulna been repaired with pins ?
",63,127,[CLS],0.0
822,822," Did you know that what you eat as a teenager can affect how healthy your skeletal system will be in 30, 40, and even 50 years? Calcium and vitamin D are two of the most important nutrients for a healthy skeletal system.","a teenager can affect how healthy your skeletal system will be in 30, 40, and even 50 years","what did you know about what you eat as a teenager ?
",35,125,[CLS],0.0
823,823," Did you know that what you eat as a teenager can affect how healthy your skeletal system will be in 30, 40, and even 50 years? Calcium and vitamin D are two of the most important nutrients for a healthy skeletal system.",you know that what you eat,"what can affect how healthy your skeletal system will be in 30 , 40 , and even 50 years ?
",5,30,[CLS],0.0
824,824,"Your bones need calcium to grow properly. If you do not get enough calcium in your diet as a teenager, your bones may become weak and break easily later in life. Osteoporosis is a disease in which bones lose mass and become more fragile than they should be.","a teenager, your bones may become weak and break easily later in life","what happens if you don ' t get enough calcium in your diet as a teenager ?
",91,159,"[CLS] your bones need calcium to grow properly . if you do not get enough calcium in your diet as a teenager , your bones may become weak and break easily later in life",0.5581395348837209
825,825,"Your bones need calcium to grow properly. If you do not get enough calcium in your diet as a teenager, your bones may become weak and break easily later in life. Osteoporosis is a disease in which bones lose mass and become more fragile than they should be.",you do not get enough calcium in your diet,"why may your bones become weak and break easily later in life ?
",45,86,[CLS],0.0
826,826,"Spend a few minutes each day writing on paper as neatly as you can. This takes a lot more effort on the part of the nervous system than typing on a keyboard, as typing on a keyboard doesnt require as much fine motor control as writing on paper. If you dont want to write, then draw.",typing on a keyboard doesnt require as much fine motor control,"why does writing on paper take a lot more effort than typing on a keyboard ?
",161,222,[CLS],0.0
827,827,"Spend a few minutes each day writing on paper as neatly as you can. This takes a lot more effort on the part of the nervous system than typing on a keyboard, as typing on a keyboard doesnt require as much fine motor control as writing on paper. If you dont want to write, then draw.",This takes a lot more effort on the part of the nervous system than typing on a keyboard,"does writing on paper require as much fine motor control as typing on a keyboard ?
",68,155,[CLS],0.0
828,828,"Nerves in the bladder tell you when it is time to urinate. As the bladder first fills with urine, you may notice a feeling that you need to urinate. The urge to urinate becomes stronger as the bladder continues to fill up.",the bladder first fills with urine,"when may you notice a feeling that you need to urinate ?
",62,95,[CLS],0.0
829,829,"Nerves in the bladder tell you when it is time to urinate. As the bladder first fills with urine, you may notice a feeling that you need to urinate. The urge to urinate becomes stronger as the bladder continues to fill up.",you may notice a feeling that you need to urinate,"what happens as the bladder first fills with urine ?
",98,146,[CLS],0.0
830,830,"As the bladder first fills with urine, you may notice a feeling that you need to urinate. The urge to urinate becomes stronger as the bladder continues to fill up. The location of nephrons in the kidney.",the bladder continues to fill up,"why does the urge to urinate become stronger ?
",130,161,the location of nephrons in the kidney,0.0
831,831,"As the bladder first fills with urine, you may notice a feeling that you need to urinate. The urge to urinate becomes stronger as the bladder continues to fill up. The location of nephrons in the kidney.",The urge to urinate becomes stronger,"what happens as the bladder continues to fill up ?
",90,125,the urge to urinate becomes stronger,1.0
832,832,"Structures of the kidney; fluid leaks from the capillaries and into the nephrons where the fluid forms urine then moves to the ureter and on to the bladder. Nitrogen-containing wastes, together with water and other wastes, form the urine as it passes through the nephrons and the kidney. The fluid within nephrons is carried out into a larger tube in the kidney called a ureter, which carries it to the bladder (Figure 1.2).",it passes through the nephrons and the kidney,"where do nitrogen - containing wastes form the urine ?
",241,285,[CLS],0.0
833,833,"Structures of the kidney; fluid leaks from the capillaries and into the nephrons where the fluid forms urine then moves to the ureter and on to the bladder. Nitrogen-containing wastes, together with water and other wastes, form the urine as it passes through the nephrons and the kidney. The fluid within nephrons is carried out into a larger tube in the kidney called a ureter, which carries it to the bladder (Figure 1.2).","Nitrogen-containing wastes, together with water and other wastes, form the urine","what happens to the urine as it passes through the nephrons and the kidney ?
",157,236,[CLS],0.0
834,834,"During the light reactions, water is used and oxygen is produced. These reactions can only occur during daylight as the process needs sunlight to begin. ",the process needs sunlight to begin,"why can these reactions only occur during daylight ?
",116,150,sunlight,0.33333333333333337
835,835,"During the light reactions, water is used and oxygen is produced. These reactions can only occur during daylight as the process needs sunlight to begin. ",These reactions can only occur during daylight,"when can these reactions occur ?
",66,111,daylight,0.25
836,836,"It is released into the atmosphere through the stomata. As you know, animals need oxygen to live. Without photosynthetic organisms like plants, there would not be enough oxygen in the atmosphere for animals to survive.",you know,"why do animals need oxygen to live ?
",59,66,[CLS],0.0
837,837,"It is released into the atmosphere through the stomata. As you know, animals need oxygen to live. Without photosynthetic organisms like plants, there would not be enough oxygen in the atmosphere for animals to survive.",animals need oxygen to live,"for what purpose does it release into the atmosphere through the stomata ?
",69,95,oxygen,0.33333333333333337
838,838,"When there is plenty of food and other resources, organisms can easily reproduce, so the birth rate is high. As the population increases, the food supply, or the supply of another necessary resource, may decrease. When necessary resources, such as food, decrease, some individuals will die.",the population increases,"why may the food supply , or supply of another necessary resource decrease ?
",112,135,[CLS],0.0
839,839,"When there is plenty of food and other resources, organisms can easily reproduce, so the birth rate is high. As the population increases, the food supply, or the supply of another necessary resource, may decrease. When necessary resources, such as food, decrease, some individuals will die.","the food supply, or the supply of another necessary resource, may decrease","why does the population increase when there is plenty of food and resources ?
",138,211,[CLS],0.0
840,840,"It shows the organs from the side. Find each organ in the drawing as you read about it in the text. The two testes (singular, testis) are egg-shaped organs.",you read about it in the text,"how do you find each organ in the drawing ?
",69,97,[CLS],0.0
841,841,"It shows the organs from the side. Find each organ in the drawing as you read about it in the text. The two testes (singular, testis) are egg-shaped organs.",It shows the organs from the side. Find each organ in the drawing,"what is the purpose of the drawing ?
",0,64,[CLS],0.0
842,842,"If sperm is present, fertilization may occur. As sperm can only survive in the fallopian tube for up to a few days, fertilization can only occur within those few days post-ovulation. If the egg is fertilized, the egg makes its way through the fallopian tube into the uterus, where it imbeds into the thick lining.",sperm can only survive in the fallopian tube for up to a few days,"why can fertilization only occur within those few days post - ovulation ?
",49,113,sperm can only survive in the fallopian tube for up to a few days,1.0
843,843,"If sperm is present, fertilization may occur. As sperm can only survive in the fallopian tube for up to a few days, fertilization can only occur within those few days post-ovulation. If the egg is fertilized, the egg makes its way through the fallopian tube into the uterus, where it imbeds into the thick lining.",fertilization can only occur within those few days post-ovulation,"how long can fertilization occur if sperm is present ?
",116,180,up to a few days,0.30769230769230765
844,844," Some modern microscopes use light, as Hookes and van Leeuwenhoeks did. Others may use electron beams or sound waves.",Hookes and van Leeuwenhoeks did,"who used light in some modern microscopes ?
",39,69,hookes and van leeuwenhoeks,0.888888888888889
845,845," Some modern microscopes use light, as Hookes and van Leeuwenhoeks did. Others may use electron beams or sound waves.",Some modern microscopes use light,"what did hookes and van leeuwenhoeks do ?
",1,33,[CLS],0.0
846,846,"Fingernails and toenails both grow from nail beds. As the nail grows, more cells are added at the nail bed. Older cells get pushed away from the nail bed and the nail grows longer.",the nail grows,"why are more cells added at the nail bed ?
",54,67,older cells get pushed away from the nail bed and the nail grows longer,0.2857142857142857
847,847,"Fingernails and toenails both grow from nail beds. As the nail grows, more cells are added at the nail bed. Older cells get pushed away from the nail bed and the nail grows longer.",more cells are added at the nail bed,"what happens as the nail grows ?
",70,105,older cells get pushed away from the nail bed and the nail grows longer,0.3157894736842105
848,848,"Breast cancer is rare in teens. It becomes more common as women get older. If breast cancer is found early, it usually can be cured with surgery.",women get older,"why does breast cancer become more common in teens ?
",58,72,as women get older,0.8571428571428571
849,849,"Breast cancer is rare in teens. It becomes more common as women get older. If breast cancer is found early, it usually can be cured with surgery.",It becomes more common,"why is breast cancer rare as women get older ?
",32,53,[CLS],0.0
850,850,"You may get sick if you breathe in the pathogens. As this picture shows, thousands of tiny droplets are released into the air when a person sneezes. Each droplet may carry thousands of pathogens.",this picture shows,"why are thousands of tiny droplets released when a person sneezes ?
",53,70,[CLS],0.0
851,851,"You may get sick if you breathe in the pathogens. As this picture shows, thousands of tiny droplets are released into the air when a person sneezes. Each droplet may carry thousands of pathogens.",thousands of tiny droplets are released into the air when a person sneezes,"what happens when a person sneezes ?
",73,146,[CLS],0.0
852,852,"If a population is given unlimited amounts of resources, such as food and water, land if needed, moisture, oxygen, and other environmental factors, it will grow exponentially. Exponential growth occurs as a population grows larger, dramatically increasing the growth rate. This is shown as a ""J-shaped"" curve below (Figure 1.3).","a population grows larger, dramatically increasing the growth rate","why does exponential growth occur ?
",205,270,[CLS],0.0
853,853,"If a population is given unlimited amounts of resources, such as food and water, land if needed, moisture, oxygen, and other environmental factors, it will grow exponentially. Exponential growth occurs as a population grows larger, dramatically increasing the growth rate. This is shown as a ""J-shaped"" curve below (Figure 1.3).",Exponential growth occurs,"what happens as a population grows larger , dramatically increasing the growth rate ?
",176,200,,0.0
854,854,"This is shown as a ""J-shaped"" curve below (Figure 1.3). You can see that the population grows slowly at first, but as time passes, growth occurs more and more rapidly. Growth of populations according to ex-ponential (or J-curve) growth model (left) and logistic (or S-curve) growth model (right).","time passes, growth occurs more and more rapidly","why does the population grow slowly at first ?
",118,165,[CLS],0.0
855,855,"This is shown as a ""J-shaped"" curve below (Figure 1.3). You can see that the population grows slowly at first, but as time passes, growth occurs more and more rapidly. Growth of populations according to ex-ponential (or J-curve) growth model (left) and logistic (or S-curve) growth model (right).","You can see that the population grows slowly at first, but","why does growth occur more and more rapidly as time passes ?
",56,113,[CLS],0.0
856,856,Hair has started to grow on the head. The body of the fetus is also starting to fill out as muscles and bones develop. Babies born after the 28th week are usually able to survive.,muscles and bones develop,"why is the body of the fetus starting to fill out ?
",92,116,[CLS],0.0
857,857,Hair has started to grow on the head. The body of the fetus is also starting to fill out as muscles and bones develop. Babies born after the 28th week are usually able to survive.,The body of the fetus is also starting to fill out,"is the body starting to fill out as muscles and bones develop ?
",38,87,[CLS],0.0
858,858,"But it is a significant issue in parts of the world with large populations. As these populations continue to grow, the supply of water becomes an increasingly important issue. Even though we have lots of water in our oceans, we cannot use that water whenever we want.",these populations continue to grow,"why does the supply of water become an increasingly important issue ?
",79,112,"populations continue to grow , the supply of water becomes an increasingly important issue . even though we have lots of water in our oceans , we cannot use that water whenever we want",0.2352941176470588
859,859,"But it is a significant issue in parts of the world with large populations. As these populations continue to grow, the supply of water becomes an increasingly important issue. Even though we have lots of water in our oceans, we cannot use that water whenever we want.",the supply of water becomes an increasingly important issue,"what happens as these populations continue to grow ?
",115,173,the supply of water,0.6
860,860,"Without oxygen, much less ATP is produced. As ATP is needed for the cells to function properly, every cell in your body needs oxygen. Getting that oxygen begins with inhaling.",ATP is needed for the cells to function properly,"why does every cell in your body need oxygen ?
",46,93,[CLS],0.0
861,861,"Without oxygen, much less ATP is produced. As ATP is needed for the cells to function properly, every cell in your body needs oxygen. Getting that oxygen begins with inhaling.",every cell in your body needs oxygen,"as atp is needed for the cells to function properly , what does every cell need ?
",96,131,oxygen,0.25
