,Unnamed: 0,context,answer,question,start_idx,end_idx,predicted_answer,score
976,976,"However, when an electromagnetic wave travels through space, no energy is lost, so the wave doesnt get weaker as it travels. However, the energy is ""diluted"" as it spreads out over an ever-larger area as it travels away from the source. This is similar to the way a sound wave spreads out and becomes less intense farther from the sound source.",it travels away from the source,"why is the energy diluted ?
",204,234,it spreads out over an ever - larger area as it travels away from the source,0.5555555555555556
977,977,"However, when an electromagnetic wave travels through space, no energy is lost, so the wave doesnt get weaker as it travels. However, the energy is ""diluted"" as it spreads out over an ever-larger area as it travels away from the source. This is similar to the way a sound wave spreads out and becomes less intense farther from the sound source.",it spreads out over an ever-larger area,"what happens to the energy as it travels away from the source ?
",161,199,diluted,0.0
978,978,"most of the time, but sometimes it behaves like particles. As evidence accumulated for this dual nature of electromagnetic radiation, the famous physicist Albert Einstein developed a new theory about electromagnetic radiation, called the wave-particle theory. This theory explains how electromagnetic radiation can behave as both a wave and a particle.",evidence accumulated for this dual nature of electromagnetic radiation,"why did albert einstein develop the wave - particle theory ?
",62,131,evidence accumulated for this dual nature of electromagnetic radiation,1.0
979,979,"most of the time, but sometimes it behaves like particles. As evidence accumulated for this dual nature of electromagnetic radiation, the famous physicist Albert Einstein developed a new theory about electromagnetic radiation, called the wave-particle theory. This theory explains how electromagnetic radiation can behave as both a wave and a particle.","the famous physicist Albert Einstein developed a new theory about electromagnetic radiation, called the wave-particle theory","what happened as evidence accumulated for the dual nature of electromagnetic radiation ?
",134,257,,0.0
980,980, Wavelength and frequency are defined in the same way for electromagnetic waves as they are for mechanical waves. Both properties are illustrated in Figure 21.5.,they are for mechanical waves,"why are wavelength and frequency defined in the same way for electromagnetic waves ?
",83,111,as they are for mechanical waves,0.9090909090909091
981,981, Wavelength and frequency are defined in the same way for electromagnetic waves as they are for mechanical waves. Both properties are illustrated in Figure 21.5.,Wavelength and frequency are defined in the same way for electromagnetic waves,"why is this property different from mechanical waves ?
",1,78,electromagnetic waves,0.3076923076923077
982,982,"Waves in this middle section of the electromagnetic spectrum are commonly called light. As you will read below, the properties of electromagnetic waves influence how the different waves behave and how they can be used. ",you will read below,"how do the properties of electromagnetic waves influence how different waves behave ?
",91,109,the properties of electromagnetic waves influence how the different waves behave and how they can be used,0.0
983,983,"Waves in this middle section of the electromagnetic spectrum are commonly called light. As you will read below, the properties of electromagnetic waves influence how the different waves behave and how they can be used. ",the properties of electromagnetic waves influence how the different waves behave and how they can be used,"why are waves in the middle section of the electromagnetic spectrum commonly called light ?
",112,216,the properties of electromagnetic waves influence how the different waves behave and how they can be used,1.0
984,984,"You can see the spectrum of colors of visible light in Figure 21.11. When all of the wavelengths are combined, as they are in sunlight, visible light appears white. You can learn more about visible light in the chapter ""Visible Light"" and at the URL below.","they are in sunlight, visible light appears white","what happens when all of the wavelengths are combined ?
",114,162,visible light appears white .,0.6666666666666666
985,985,"You can see the spectrum of colors of visible light in Figure 21.11. When all of the wavelengths are combined, as they are in sunlight, visible light appears white. You can learn more about visible light in the chapter ""Visible Light"" and at the URL below.",all of the wavelengths are combined,"what causes visible light to appear white ?
",74,108,when all of the wavelengths are combined,0.9090909090909091
986,986,"In these and most other artificial light sources, electricity provides the energy and some type of light bulb converts the electrical energy to visible light. How a light bulb produces visible light varies by type of bulb, as you can see in Table 22.1. Incandescent light bulbs, which produce light by incandescence, give off a lot of heat as well as light, so they waste energy.",you can see in Table 22.1,"where can you see how a light bulb produces visible light ?
",226,250,in table 22 . 1,0.4
987,987,"In these and most other artificial light sources, electricity provides the energy and some type of light bulb converts the electrical energy to visible light. How a light bulb produces visible light varies by type of bulb, as you can see in Table 22.1. Incandescent light bulbs, which produce light by incandescence, give off a lot of heat as well as light, so they waste energy.",a light bulb produces visible light varies by type of bulb,"what happens when a light bulb converts electrical energy to visible light ?
",163,220,visible light,0.33333333333333337
988,988,"This is called transmission of light. As light is transmitted, it may be scattered by particles of matter and spread out in all directions. This is called scattering of light.",light is transmitted,"what causes light to be scattered by particles of matter ?
",41,60,as light is transmitted,0.8571428571428571
989,989,"This is called transmission of light. As light is transmitted, it may be scattered by particles of matter and spread out in all directions. This is called scattering of light.",it may be scattered by particles of matter and spread out in all directions,"what happens when light is transmitted ?
",63,137,it may be scattered by particles of matter and spread out in all directions,1.0
990,990,"So she became the first artist-in-residence at Lawrence Berkeley National Laboratory to synthesize nanoparticles and incorporate them into her artwork. From the laboratory to the studio, see how Kate uses the phenomenon known as ""structural color"" to transform nanotechnology into creativity. For more information on using nanoparticles to create colors, see http://science.kqed.org/quest/video/science-on-the-spot-color-by-nano-the-art-of-kate-nichols/.","structural color"" to transform nanotechnology into creativity","why does kate use nanoparticles in her artwork ?
",230,290,to transform nanotechnology into creativity,0.8333333333333333
991,991,"So she became the first artist-in-residence at Lawrence Berkeley National Laboratory to synthesize nanoparticles and incorporate them into her artwork. From the laboratory to the studio, see how Kate uses the phenomenon known as ""structural color"" to transform nanotechnology into creativity. For more information on using nanoparticles to create colors, see http://science.kqed.org/quest/video/science-on-the-spot-color-by-nano-the-art-of-kate-nichols/.","the laboratory to the studio, see how Kate uses the phenomenon known","what happens when kate uses nanoparticles in her artwork ?
",157,224,to transform nanotechnology into creativity,0.14285714285714285
992,992,"In Figure 22.10, the waves of light are represented by arrows called rays. Rays that strike the surface are referred to as incident rays, and rays that reflect off the surface are known as reflected rays. In regular reflection, all the rays are reflected in the same direction.","incident rays, and rays that reflect off the surface are known as reflected","what happens to the rays that strike the surface ?
",123,197,incident rays,0.2857142857142857
993,993,"In Figure 22.10, the waves of light are represented by arrows called rays. Rays that strike the surface are referred to as incident rays, and rays that reflect off the surface are known as reflected rays. In regular reflection, all the rays are reflected in the same direction.",Rays that strike the surface are referred to,"what are incident rays ?
",75,118,rays that strike the surface,0.7272727272727273
994,994,"Like microscopes, telescopes use convex lenses to make enlarged images. However, telescopes make enlarged images of objectssuch as distant starsthat only appear tiny because they are very far away. There are two basic types of telescopes: reflecting telescopes and refracting telescopes.",distant starsthat only appear tiny,"why do telescopes make enlarged images of objects ?
",131,164,because they are very far away,0.0
995,995,"Like microscopes, telescopes use convex lenses to make enlarged images. However, telescopes make enlarged images of objectssuch as distant starsthat only appear tiny because they are very far away. There are two basic types of telescopes: reflecting telescopes and refracting telescopes.","However, telescopes make enlarged images of objectssuch","why do telescopes look like microscopes ?
",72,126,to make enlarged images,0.5454545454545454
996,996,"Light passes through the lens at the front of the camera and enters the camera through an opening called the aperture. As light passes through the lens, it forms a reduced real image. The image focuses on film (or a sensor) at the back of the camera.",light passes through the lens,"what causes the image to be reduced ?
",122,150,as light passes through the lens,0.888888888888889
997,997,"Light passes through the lens at the front of the camera and enters the camera through an opening called the aperture. As light passes through the lens, it forms a reduced real image. The image focuses on film (or a sensor) at the back of the camera.",it forms a reduced real image,"what happens when light passes through the lens ?
",153,181,it forms a reduced real image,1.0
998,998,"The substances in a mixture may be elements or compounds. The substances dont combine chemically to form a new substance, as they do in a compound. Instead, they keep their original properties and just intermix.",they do in a compound,"why do substances not combine chemically to form a new substance ?
",125,145,they keep their original properties and just intermix,0.16666666666666666
999,999,"The substances in a mixture may be elements or compounds. The substances dont combine chemically to form a new substance, as they do in a compound. Instead, they keep their original properties and just intermix.",The substances dont combine chemically to form a new substance,"why do substances in a mixture keep their original properties ?
",58,119,just intermix,0.0
1000,1000,"Outside the foil, he placed a screen of material that glowed when alpha particles struck it. If Thomsons plum pudding model were correct, the alpha particles should be deflected a little as they passed through the foil. Why?",they passed through the foil,"why should the alpha particles be deflected a little ?
",190,217,if thomsons plum pudding model were correct,0.0
1001,1001,"Outside the foil, he placed a screen of material that glowed when alpha particles struck it. If Thomsons plum pudding model were correct, the alpha particles should be deflected a little as they passed through the foil. Why?","If Thomsons plum pudding model were correct, the alpha particles should be deflected a little","what happened to the alpha particles as they passed through the foil ?
",93,185,"if thomsons plum pudding model were correct , the alpha particles should be deflected a little",1.0
1002,1002,"The level with the least energy is the one closest to the nucleus. As you go farther from the nucleus, the levels have more and more energy. Electrons can jump from one energy level to another.",you go farther from the nucleus,"why do the levels have more and more energy ?
",70,100,as you go farther from the nucleus,0.9090909090909091
1003,1003,"The level with the least energy is the one closest to the nucleus. As you go farther from the nucleus, the levels have more and more energy. Electrons can jump from one energy level to another.",the levels have more and more energy,"what happens as you go farther from the nucleus ?
",103,138,the levels have more and more energy .,1.0
1004,1004," Rows of the modern table are called periods, as they are in Mendeleevs table. From left to right across a period, each element has one more proton than the element before it.",they are in Mendeleevs table,"why are the rows of the modern table called periods ?
",49,76,as they are in mendeleevs table,0.9090909090909091
1005,1005," Rows of the modern table are called periods, as they are in Mendeleevs table. From left to right across a period, each element has one more proton than the element before it.",Rows of the modern table are called periods,"why are the rows in the mendeleevs table different ?
",1,43,each element has one more proton than the element before it,0.0
1006,1006," Columns of the modern table are called groups, as they are in Mendeleevs table. However, the modern table has many more groups 18 to be exact.",they are in Mendeleevs table,"why are columns of the modern table called groups ?
",51,78,as they are in mendeleevs table,0.9090909090909091
1007,1007," Columns of the modern table are called groups, as they are in Mendeleevs table. However, the modern table has many more groups 18 to be exact.",Columns of the modern table are called groups,"why are the columns of the modern table different from the mendeleevs table ?
",1,45,the modern table has many more groups 18 to be exact,0.3529411764705882
1008,1008,"Bromine Bromine (Br) is an extremely reactive nonmetal. In fact, reactions with fluorine are often explosive, as you can see in the URL below. Neon (Ne) is a nonmetal gas with a completely filled outer energy level.",you can see in the URL below,"why are reactions with fluorine often explosive ?
",113,140,you can see in the url below,1.0
1009,1009,"Bromine Bromine (Br) is an extremely reactive nonmetal. In fact, reactions with fluorine are often explosive, as you can see in the URL below. Neon (Ne) is a nonmetal gas with a completely filled outer energy level.","In fact, reactions with fluorine are often explosive","why is bromine bromine so reactive ?
",56,107,nonmetal,0.0
1010,1010,This makes covalent compounds poor conductors of electricity. Many covalent compounds also do not dissolve in water as all ionic compounds do. ,all ionic compounds do,"why do covalent compounds not dissolve in water ?
",119,140,this makes covalent compounds poor conductors of electricity,0.16666666666666666
1011,1011,This makes covalent compounds poor conductors of electricity. Many covalent compounds also do not dissolve in water as all ionic compounds do. ,Many covalent compounds also do not dissolve in water,"why are covalent compounds poor conductors of electricity ?
",62,114,do not dissolve in water as all ionic compounds do,0.631578947368421
1012,1012,"As a result, any gases involved in the reactions were captured and could be measured. In every case, the total mass of the jar and its contents was the same after the reaction as it was before the reaction took place. This showed that matter was neither created nor destroyed in the reactions.",it was before the reaction took place,"what happened to the total mass of the jar and its contents after the reaction ?
",179,215,the same,0.0
1013,1013,"As a result, any gases involved in the reactions were captured and could be measured. In every case, the total mass of the jar and its contents was the same after the reaction as it was before the reaction took place. This showed that matter was neither created nor destroyed in the reactions.","In every case, the total mass of the jar and its contents was the same after the reaction","what happened to the contents of the jar after a reaction ?
",86,174,the same,0.13333333333333333
1014,1014,"H2 O Like equations in math, equations in chemistry must balance. There must be the same number of each type of atom in the products as there is in the reactants. In equation 1, count the number of hydrogen and oxygen atoms on each side of the arrow.",there is in the reactants,"what must be the same number of each type of atom in the products ?
",136,160,as there is in the reactants,0.888888888888889
1015,1015,"H2 O Like equations in math, equations in chemistry must balance. There must be the same number of each type of atom in the products as there is in the reactants. In equation 1, count the number of hydrogen and oxygen atoms on each side of the arrow.",There must be the same number of each type of atom in the products,"why do equations in chemistry have to balance ?
",66,131,there must be the same number of each type of atom in the products as there is in the reactants,0.8275862068965517
1016,1016,"The word ""exothermic"" literally means ""turning out heat."" Energy, often in the form of heat, is released as an exothermic reaction occurs. The general equation for an exothermic reaction is: Reactants!",an exothermic reaction occurs,"what happens when energy is released ?
",108,136,,0.0
1017,1017,"The word ""exothermic"" literally means ""turning out heat."" Energy, often in the form of heat, is released as an exothermic reaction occurs. The general equation for an exothermic reaction is: Reactants!","Energy, often in the form of heat, is released","what happens when an exothermic reaction occurs ?
",58,103,"energy , often in the form of heat , is released",1.0
1018,1018,"For example, the boy on the carousel is moving up and down and around in a circle, so his direction is constantly changing, but his speed changes only at the beginning and end of the ride. The skydiver is falling straight down toward the ground so her direction isnt changing, but her speed keeps increasing as she falls until she opens her parachute. ",she falls until she opens her parachute,"what happens to the skydiver ' s speed ?
",311,349,keeps increasing as she falls until she opens her parachute,0.8235294117647058
1019,1019,"For example, the boy on the carousel is moving up and down and around in a circle, so his direction is constantly changing, but his speed changes only at the beginning and end of the ride. The skydiver is falling straight down toward the ground so her direction isnt changing, but her speed keeps increasing as she falls until she opens her parachute. ",but her speed keeps increasing,"what happens to the skydiver as she falls ?
",277,306,her speed keeps increasing as she falls until she opens her parachute,0.47058823529411764
1020,1020,"You often feel acceleration when you ride in a car. As the car speeds up, you feel as though you are being pressed against the seat. When the car slows down, you feel like you are being pushed forward, especially if the change in speed is sudden.",the car speeds up,"what causes you to feel like you are being pressed against the seat ?
",55,71,as the car speeds up,0.8571428571428571
1021,1021,"You often feel acceleration when you ride in a car. As the car speeds up, you feel as though you are being pressed against the seat. When the car slows down, you feel like you are being pushed forward, especially if the change in speed is sudden.",you feel as though you are being pressed against the seat,"what happens when a car speeds up ?
",74,130,you feel as though you are being pressed against the seat,1.0
1022,1022,"With a left turn, you feel a push to the right. The next time you ride in a car, notice how it feels as the car accelerates in each of these ways. ",the car accelerates in each of these ways,"what happens the next time you ride in a car ?
",104,144,notice how it feels as the car accelerates in each of these ways .,0.7368421052631579
1023,1023,"With a left turn, you feel a push to the right. The next time you ride in a car, notice how it feels as the car accelerates in each of these ways. ","The next time you ride in a car, notice how it feels","what happens when a car accelerates in each of these ways ?
",48,99,notice how it feels,0.5714285714285715
1024,1024,"As a result, they are very reactive, although not quite as reactive as the alkali metals in group 1. For example, alkaline Earth metals will react with cold water, but not explosively as alkali metals do. Because of their reactivity, alkaline Earth metals never exist as pure substances in nature.",alkali metals do,"why do alkaline earth metals not react explosively with cold water ?
",187,202,because of their reactivity,0.0
1025,1025,"As a result, they are very reactive, although not quite as reactive as the alkali metals in group 1. For example, alkaline Earth metals will react with cold water, but not explosively as alkali metals do. Because of their reactivity, alkaline Earth metals never exist as pure substances in nature.","As a result, they are very reactive, although not quite as reactive as the alkali metals in group 1. For example, alkaline Earth metals will react with cold water, but not explosively","why are alkaline earth metals not as reactive as alkali metals ?
",0,182,as a result,0.125
1026,1026,"When electricity passes through the gas, it excites electrons of neon atoms, and the electrons jump to a higher energy level. As the excited electrons return to their original energy level, they give off visible light. Neon produces red light.",the excited electrons return to their original energy level,"why do neon atoms give off visible light ?
",129,187,as the excited electrons return to their original energy level,0.9411764705882353
1027,1027,"When electricity passes through the gas, it excites electrons of neon atoms, and the electrons jump to a higher energy level. As the excited electrons return to their original energy level, they give off visible light. Neon produces red light.",they give off visible light,"what happens when the electrons return to their original energy level ?
",190,216,they give off visible light,1.0
1028,1028,"As a result, it isnt effective if the nucleus gets too big. As more protons are added to the nucleus, the electromagnetic force of repulsion between them gets stronger, while the strong nuclear force of attraction between them gets weaker. This puts an upper limit on the number of protons an atom can have and remain stable.",more protons are added to the nucleus,"what causes the electromagnetic force of repulsion between protons to become stronger ?
",63,99,as more protons are added to the nucleus,0.923076923076923
1029,1029,"As a result, it isnt effective if the nucleus gets too big. As more protons are added to the nucleus, the electromagnetic force of repulsion between them gets stronger, while the strong nuclear force of attraction between them gets weaker. This puts an upper limit on the number of protons an atom can have and remain stable.","the electromagnetic force of repulsion between them gets stronger, while the strong nuclear force of attraction between them gets weaker","what happens when more protons are added to the nucleus ?
",102,237,it isnt effective if the nucleus gets too big .,0.07692307692307691
1030,1030,"Given its great mass and tiny size, the nucleus is very dense. If an object the size of a penny had the same density as the nucleus of an atom, its mass would be greater than 30 million tons! Click image to the left or use the URL below.","the nucleus of an atom, its mass would be greater than 30 million tons","what would happen if an object the size of a penny had the same density as the nucleus ?
",120,189,its mass would be greater than 30 million tons !,0.8571428571428571
1031,1031,"Given its great mass and tiny size, the nucleus is very dense. If an object the size of a penny had the same density as the nucleus of an atom, its mass would be greater than 30 million tons! Click image to the left or use the URL below.",the size of a penny had the same density,"what would cause the mass of an atom to be greater than 30 million tons ?
",76,115,if an object the size of a penny had the same density as the nucleus of an atom,0.6666666666666666
1032,1032,"A covalent compound is a compound in which atoms are held together by covalent bonds. If the covalent bonds are polar, then the covalent compound as a whole may be polar. A polar covalent compound is one in which there is a slight difference in electric charge between opposite sides of the molecule.",a whole may be polar,"what happens if the covalent bonds are polar ?
",149,168,the covalent compound as a whole may be polar,0.7272727272727273
1033,1033,"A covalent compound is a compound in which atoms are held together by covalent bonds. If the covalent bonds are polar, then the covalent compound as a whole may be polar. A polar covalent compound is one in which there is a slight difference in electric charge between opposite sides of the molecule.","covalent bonds are polar, then the covalent compound","what can cause a covalent compound to be polar ?
",93,144,if the covalent bonds are polar,0.6666666666666666
1034,1034, A change in an objects motionsuch as Xander speeding up on his scooteris called acceleration. Acceleration occurs whenever an object is acted upon by an unbalanced force.,Xander speeding up on his scooteris called acceleration,"what happens when an object is acted upon by an unbalanced force ?
",38,92,,0.0
1035,1035, A change in an objects motionsuch as Xander speeding up on his scooteris called acceleration. Acceleration occurs whenever an object is acted upon by an unbalanced force.,an objects motionsuch,"what causes acceleration ?
",13,33,whenever an object is acted upon by an unbalanced force,0.0
1036,1036,"The Newton is the SI unit for force. It is defined as the force needed to cause a 1-kilogram mass to accelerate at 1 m/s2. Therefore, force can also be expressed in the unit kg m/s2.",the force needed to cause a 1-kilogram mass to accelerate at 1,"what is the newton defined as ?
",54,115,the force needed to cause a 1 - kilogram mass to accelerate at 1 m / s2,0.7826086956521738
1037,1037,"The Newton is the SI unit for force. It is defined as the force needed to cause a 1-kilogram mass to accelerate at 1 m/s2. Therefore, force can also be expressed in the unit kg m/s2.",It is defined,"why is the newton the si unit for force ?
",37,49,it is defined as the force needed to cause a 1 - kilogram mass to accelerate at 1 m / s2,0.3
1038,1038,"Look at the cyclist in the Figure 1.1. With the help of gravity, he speeds up as he goes downhill on a straight part of the trail. His velocity changes from 1 meter per second at the top of the hill to 6 meters per second by the time he reaches the bottom.",he goes downhill on a straight part of the trail,"why does the cyclist in figure 1 . 1 speed up ?
",81,128,with the help of gravity,0.16666666666666666
1039,1039,"Look at the cyclist in the Figure 1.1. With the help of gravity, he speeds up as he goes downhill on a straight part of the trail. His velocity changes from 1 meter per second at the top of the hill to 6 meters per second by the time he reaches the bottom.","With the help of gravity, he speeds up","why does the cyclist go downhill on a straight part of the trail ?
",39,76,with the help of gravity,0.7272727272727273
1040,1040,"To use the equation, force is expressed in Newtons (N), and distance is expressed in meters (m). For example, assume that Clarissa uses 100 Newtons of force to push the mower and that she pushes it for a total of 200 meters as she cuts the grass in her grandmothers yard. Then, the amount of work Clarissa does is: Work = 100",she cuts the grass in her grandmothers yard,"why does clarissa push the mower for 200 meters ?
",227,269,she cuts the grass in her grandmothers yard,1.0
1041,1041,"To use the equation, force is expressed in Newtons (N), and distance is expressed in meters (m). For example, assume that Clarissa uses 100 Newtons of force to push the mower and that she pushes it for a total of 200 meters as she cuts the grass in her grandmothers yard. Then, the amount of work Clarissa does is: Work = 100",Clarissa uses 100 Newtons of force to push the mower and that she pushes it for a total of 200 meters,"what happens when clarissa cuts grass in her grandmother ' s yard ?
",122,222,she pushes it for a total of 200 meters,0.5925925925925926
1042,1042,"Carbon is represented by the chemical symbol C. The chemical symbol for oxygen is O, but pure oxygen exists as diatomic (two-atom) molecules, represented by the chemical formula O2. A molecule of the compound carbon dioxide consists of one atom of carbon and two atoms of oxygen, so carbon dioxide is represented by the chemical formula CO2.","diatomic (two-atom) molecules, represented by the chemical formula O2","what does pure oxygen exist as ?
",111,179,diatomic ( two - atom ) molecules,0.3333333333333333
1043,1043,"Carbon is represented by the chemical symbol C. The chemical symbol for oxygen is O, but pure oxygen exists as diatomic (two-atom) molecules, represented by the chemical formula O2. A molecule of the compound carbon dioxide consists of one atom of carbon and two atoms of oxygen, so carbon dioxide is represented by the chemical formula CO2.",but pure oxygen exists,"why does the chemical symbol o2 not exist ?
",85,106,pure oxygen exists as diatomic ( two - atom ) molecules,0.5
1044,1044,"These bonds form when metals transfer electrons to nonmetals. Ionic compounds exist as a matrix of many ions, called a crystal. Sodium chloride (table salt) is an example of an ionic compound.","a matrix of many ions, called a crystal","why do ionic compounds exist ?
",87,125,as a matrix of many ions,0.7272727272727272
1045,1045,"These bonds form when metals transfer electrons to nonmetals. Ionic compounds exist as a matrix of many ions, called a crystal. Sodium chloride (table salt) is an example of an ionic compound.",Ionic compounds exist,"what happens as a matrix of many ions ?
",62,82,ionic compounds,0.8
1046,1046,She carries a small lamp over to the door you just entered. She asks you to watch carefully as she switches on the light. She flips the switch and you immediately see the light.,she switches on the light,"what happens after she flips the switch ?
",95,119,you immediately see the light,0.25
1047,1047,She carries a small lamp over to the door you just entered. She asks you to watch carefully as she switches on the light. She flips the switch and you immediately see the light.,She asks you to watch carefully,"what happens when she switches on the light ?
",60,90,you immediately see the light,0.2
1048,1048,"The light still slows down, just does not appear to bend. Any angle other than perpendicular the light will bend as it slows down. The bending of light is called refraction.",it slows down,"what causes the light to bend ?
",116,128,,0.0
1049,1049,"The light still slows down, just does not appear to bend. Any angle other than perpendicular the light will bend as it slows down. The bending of light is called refraction.",than perpendicular the light will bend,"what happens when the light slows down ?
",74,111,does not appear to bend,0.20000000000000004
1050,1050,"This new idea turned science upside down when Einstein introduced it in the early 1900s. Amazingly, the idea has withstood the test of time as more and more evidence has been gathered to support it. You can listen to an explanation of Einsteins equation at URL:",more and more evidence has been gathered to support it,"why has the idea of einstein ' s equation survived the test of time ?
",143,196,more and more evidence has been gathered to support it,1.0
1051,1051,"This new idea turned science upside down when Einstein introduced it in the early 1900s. Amazingly, the idea has withstood the test of time as more and more evidence has been gathered to support it. You can listen to an explanation of Einsteins equation at URL:","Amazingly, the idea has withstood the test of time","what happened to einstein ' s idea ?
",89,138,turned science upside down,0.0
1052,1052,"He carried out the reactions inside a sealed jar, like the one in the Figure 1.1. In every case, the total mass of the jar and its contents was the same after the reaction as it was before the reaction took place. This showed that matter was neither created nor destroyed in the reactions.",it was before the reaction took place,"what happened to the total mass of the jar and its contents after the reaction ?
",175,211,the same,0.0
1053,1053,"He carried out the reactions inside a sealed jar, like the one in the Figure 1.1. In every case, the total mass of the jar and its contents was the same after the reaction as it was before the reaction took place. This showed that matter was neither created nor destroyed in the reactions.","In every case, the total mass of the jar and its contents was the same after the reaction","what happened when he carried out the reactions inside a sealed jar ?
",82,170,the total mass of the jar and its contents was the same after the reaction as it was before the reaction took place . this showed that matter was neither created nor destroyed in the reactions,0.5581395348837208
1054,1054,"This decreases the density of the particles, so they rise up through the fluid. As they rise, they transfer their thermal energy to other particles of the fluid and cool off in the process. With less energy, the particles move more slowly, have fewer collisions, and move closer together.",they rise,"what happens when the density of the particles decreases ?
",48,56,they rise up through the fluid,0.5714285714285715
1055,1055,"This decreases the density of the particles, so they rise up through the fluid. As they rise, they transfer their thermal energy to other particles of the fluid and cool off in the process. With less energy, the particles move more slowly, have fewer collisions, and move closer together.",they transfer their thermal energy to other particles of the fluid and cool off in the process,"what happens to the particles as they rise through the fluid ?
",94,187,decreases the density,0.0
1056,1056,"A refrigerant is a substance such as FreonTM that has a low boiling point and changes between liquid and gaseous states as it passes through the refrigerator. As a liquid, the refrigerant absorbs thermal energy from the cool air inside the refrigerator and changes to a gas.",a liquid,"why does a refrigerant absorb thermal energy from cool air inside the refrigerator ?
",162,169,as a liquid,0.6666666666666666
1057,1057,"A refrigerant is a substance such as FreonTM that has a low boiling point and changes between liquid and gaseous states as it passes through the refrigerator. As a liquid, the refrigerant absorbs thermal energy from the cool air inside the refrigerator and changes to a gas.",the refrigerant absorbs thermal energy from the cool air inside the refrigerator and changes to a gas,"what happens when a refrigerant is liquid ?
",172,272,the refrigerant absorbs thermal energy from the cool air inside the refrigerator and changes to a gas,1.0
1058,1058,"that has a low boiling point and changes between liquid and gaseous states as it passes through the refrigerator. As a liquid, the refrigerant absorbs thermal energy from the cool air inside the refrigerator and changes to a gas. As a gas, it transfers thermal energy to the warm air outside the refrigerator and changes back to a liquid.",a liquid,"what happens when refrigerant absorbs thermal energy from the cool air inside the refrigerator ?
",117,124,changes to a gas,0.0
1059,1059,"that has a low boiling point and changes between liquid and gaseous states as it passes through the refrigerator. As a liquid, the refrigerant absorbs thermal energy from the cool air inside the refrigerator and changes to a gas. As a gas, it transfers thermal energy to the warm air outside the refrigerator and changes back to a liquid.",the refrigerant absorbs thermal energy from the cool air inside the refrigerator and changes to a gas,"what happens to the refrigerant as it passes through the refrigerator ?
",127,227,changes between liquid and gaseous states,0.21052631578947367
1060,1060,"As a liquid, the refrigerant absorbs thermal energy from the cool air inside the refrigerator and changes to a gas. As a gas, it transfers thermal energy to the warm air outside the refrigerator and changes back to a liquid. Work is done by a refrigerator to move the refrigerant through the different components of the refrigerator.",a gas,"what happens when the refrigerant transfers thermal energy to the warm air outside the refrigerator ?
",109,113,changes back to a liquid,0.0
1061,1061,"As a liquid, the refrigerant absorbs thermal energy from the cool air inside the refrigerator and changes to a gas. As a gas, it transfers thermal energy to the warm air outside the refrigerator and changes back to a liquid. Work is done by a refrigerator to move the refrigerant through the different components of the refrigerator.",it transfers thermal energy to the warm air outside the refrigerator and changes back to a liquid,"what happens to the refrigerant as a gas ?
",126,222,it transfers thermal energy to the warm air outside the refrigerator and changes back to a liquid,1.0
1062,1062,"Dalton grew up in a working-class family. As an adult, he made a living by teaching and just did research in his spare time. Nonetheless, from his research he developed one of the most important theories in all of science.",an adult,"why did dalton make a living by teaching ?
",45,52,"as an adult , he made a living by teaching and just did research in his spare time",0.125
1063,1063,"Dalton grew up in a working-class family. As an adult, he made a living by teaching and just did research in his spare time. Nonetheless, from his research he developed one of the most important theories in all of science.",he made a living by teaching and just did research in his spare time,"what happened to dalton as an adult ?
",55,122,he made a living by teaching and just did research in his spare time,1.0
1064,1064,"The median and mode are both 58 cm as well. The mean, median, and mode are not always the same, as they are for this sample. In fact, sometimes these three statistics are very different from one another for the same sample.",they are for this sample,"why are the mean , median , and mode not always the same ?
",99,122,as they are for this sample,0.9090909090909091
1065,1065,"The median and mode are both 58 cm as well. The mean, median, and mode are not always the same, as they are for this sample. In fact, sometimes these three statistics are very different from one another for the same sample.","The mean, median, and mode are not always the same","why is the median and mode different for the same sample ?
",44,93,not always the same,0.5454545454545454
1066,1066,"This listener hears the pitch of the siren get higher. As the car speeds away from listener B, the sound waves get farther apart, decreasing their frequency. This listener hears the pitch of the siren get lower.",the car speeds away from listener B,"what causes the sound waves to get farther apart ?
",58,92,as the car speeds away from listener b,0.923076923076923
1067,1067,"This listener hears the pitch of the siren get higher. As the car speeds away from listener B, the sound waves get farther apart, decreasing their frequency. This listener hears the pitch of the siren get lower.","the sound waves get farther apart, decreasing their frequency","what happens when the car speeds away from listener b ?
",95,155,"the sound waves get farther apart , decreasing their frequency",1.0
1068,1068,"In the early 1900s, Albert Einstein came up with a theory of gravity that actually explains gravity rather than simply describing its effects. Einstein showed mathematically that gravity is not really a force that of attraction between all objects with mass, as Newton thought. Instead, Einstein showed that gravity is a result of the warping, or curving, of space and time, which made up the same space-time fabric.",Newton thought,"why did einstein believe that gravity is not a force that of attraction between all objects with mass ?
",262,275,newton thought,1.0
1069,1069,"In the early 1900s, Albert Einstein came up with a theory of gravity that actually explains gravity rather than simply describing its effects. Einstein showed mathematically that gravity is not really a force that of attraction between all objects with mass, as Newton thought. Instead, Einstein showed that gravity is a result of the warping, or curving, of space and time, which made up the same space-time fabric.",Einstein showed mathematically that gravity is not really a force that of attraction between all objects with mass,"why was einstein ' s theory different from newton ' s ?
",143,256,,0.0
