,PatternID,Text,Cause,Effect,cause_question,effect_question,cause_recalls,effect_recalls,cause_f1,effect_f1
244,80,"One other difference between the universe and a balloon involves the actual size of the galaxies. On a balloon, the dots will become larger in size as you inflate it. In the universe, the galaxies stay the same size; only the space between the galaxies increases.",you inflate it,"On a balloon, the dots will become larger in size","how do the dots on a balloon change in size ?
","what happens when you inflate a balloon ?
",0.666666667,0.625,0.8571428571428571,0.8571428571428571
245,80,"Heavily vegetated lands are less likely to experience flooding. Plants slow down water as it runs over the land, giving it time to enter the ground. Even if the ground is too wet to absorb more water, plants still slow the waters passage and increase the time between rainfall and the waters arrival in a stream; this could keep all the water falling over a region from hitting the stream at once.","it runs over the land, giving it time to enter the ground",Heavily vegetated lands are less likely to experience flooding. Plants slow down water,"why do plants slow down water ?
","what is a benefit of heavily vegetated lands ?
",0.0,0.307692308,0.9523809523809524,0.3571428571428571
246,145,"Gravity within such an enormous body squeezes the material in its interior so hard that the pressure swells. As Earths internal pressure grew, its temperature also rose. Radioactive decay:",Earths internal pressure grew,its temperature also rose.,"why did earth ' s temperature rise ?
","as earth ' s internal pressure grew , what happened to its temperature ?
",0.75,0.25,0.8888888888888891,0.4
247,80,"It eventually accreted into a single body, the Moon. Since both planetary bodies were molten, material could differentiate out of the magma ocean into core, mantle, and crust as they cooled. Earths fast spin is from energy imparted to it by the impact.",they cooled,"material could differentiate out of the magma ocean into core, mantle, and crust","when did material differentiate out of the magma ocean into core , mantle , and crust ?
","what happened to earth and the moon as they cooled ?
",1.0,0.916666667,0.8,0.6
248,145,"The nebula was drawn together by gravity, which released gravitational potential energy. As small particles of dust and gas smashed together to create larger ones, they released kinetic energy. As the nebula collapsed, the gravity at the center increased and the cloud started to spin because of its angular momentum.",small particles of dust and gas smashed together to create larger ones,they released kinetic energy.,"what caused kinetic energy to be released ?
","what happened as small particles of dust and gas smashed together to create larger ones ?
",1.0,0.75,0.96,1.0
249,145,"As the nebula collapsed, the gravity at the center increased and the cloud started to spin because of its angular momentum. As it collapsed further, the spinning got faster, much as an ice skater spins faster when he pulls his arms to his sides during a spin. Much of the clouds mass migrated to its center but the rest of the material flattened out in an enormous disk.",it collapsed further,"the spinning got faster, much as an ice skater spins faster when he pulls his arms to his sides during a spin.","what caused the spinning of the nebula to increase ?
","what happened to the spinning of the cloud as it collapsed ?
",0.666666667,0.10526315800000001,0.0,0.1904761904761905
250,80,"Recent estimates are that the park will have no active glaciers as early as 2020. This satellite image shows Grinnell Glacier, Swiftcurrent Glacier, and Gem Glacier in 2003 with an outline of the extent of the glaciers as they were in 1950. Although it continues to be classified as a glacier, Gem Glacier is only 0.020 km2 (5 acres) in area, only one-fifth the size of the smallest active glaciers.",they were in 1950,"This satellite image shows Grinnell Glacier, Swiftcurrent Glacier, and Gem Glacier in 2003 with an outline of the extent of the glaciers","how are grinnell glacier , swiftcurrent glacier , and gem glacier depicted in the satellite image ?
","what are the names of the three glaciers in glacier national park ?
",0.25,0.526315789,0.5714285714285715,0.5384615384615384
251,80,"This satellite image shows Grinnell Glacier, Swiftcurrent Glacier, and Gem Glacier in 2003 with an outline of the extent of the glaciers as they were in 1950. Although it continues to be classified as a glacier, Gem Glacier is only 0.020 km2 (5 acres) in area, only one-fifth the size of the smallest active glaciers. ","a glacier, Gem Glacier is only 0.020 km2 (5 acres) in area, only one-fifth the size of the smallest active glaciers",it continues to be classified,"why is gem glacier classified as a glacier ?
","is gem glacier classified as a glacier ?
",0.222222222,0.2,0.7111111111111109,0.7692307692307693
252,145,"Some aquifers are overused; people pump out more water than is replaced. As the water is pumped out, the water table slowly falls, requiring wells to be dug deeper, which takes more money and energy. Wells may go completely dry if they are not deep enough to reach into the lowered water table.",the water is pumped out,"the water table slowly falls, requiring wells to be dug deeper, which takes more money and energy.","what causes the water table to slowly fall ?
","what happens when water is pumped out of aquifers ?
",1.0,0.25,0.8888888888888891,0.4
253,80," Groundwater is a bit safer from pollution than surface water from some types of pollution because some pollutants are filtered out by the rock and soil that water travels through as it travels through the ground or once it is in the aquifer. But rock and soil cant get out everything, depending on the type of rock and soil and on the types of pollutants.",it travels through the ground or once it is in the aquifer,some pollutants are filtered out by the rock and soil that water travels through,"when does water travel through the ground ?
","why is groundwater safer than surface water ?
",0.1,0.153846154,0.0,0.6842105263157895
254,145,"But rock and soil cant get out everything, depending on the type of rock and soil and on the types of pollutants. As it is, about 25% of the usable groundwater and 45% of the municipal groundwater supplies in the United States are polluted. ",it is,about 25% of the usable groundwater and 45% of the municipal groundwater supplies in the United States are polluted.,"why is 25 % of the usable groundwater and 45 % of municipal groundwater supplies polluted ?
","how much groundwater in the united states is polluted ?
",0.5,0.6875,0.0,1.0
255,145,"Only bones are left behind. As the years go by, the bones are scattered and fragmented into small pieces, eventually turning into dust. The remaining nutrients return to the soil.",the years go by,"the bones are scattered and fragmented into small pieces, eventually turning into dust.","when are bones scattered and fragmented into small pieces ?
","what happens to the bones as the years go by ?
",1.0,0.666666667,0.8571428571428571,1.0
256,80,"The Gulf Stream is a river of warm water in the Atlantic Ocean, about 160 kilometers wide and about a kilometer deep. Water that enters the Gulf Stream is heated as it travels along the Equator. The warm water then flows up the east coast of North America and across the Atlantic Ocean to Europe (see opening image).",it travels along the Equator,Water that enters the Gulf Stream is heated,"how does water that enters the gulf stream become heated ?
","what happens to the water that enters the gulf stream as it travels along the equator ?
",1.0,0.857142857,0.8888888888888891,0.25
257,80,Fractional crystallization is the opposite of partial melting. This process describes the crystallization of different minerals as magma cools. Bowens Reaction Series indicates the temperatures at which minerals melt or crystallize (Figure 1.1).,magma cools,This process describes the crystallization of different minerals,"fractional crystallization describes the crystallization of different minerals when ?
","what does fractional crystallization describe ?
",0.0,0.7142857140000001,0.8,0.5714285714285714
258,145,"The addition of water changes the melting point of rock. As the amount of water increases, the melting point decreases. Rock composition: Minerals melt at different temperatures, so the temperature must be high enough to melt at least some minerals in the rock.",the amount of water increases,the melting point decreases.,"what causes the melting point of rock to decrease ?
","what happens to the melting point of rock as the amount of water increases ?
",1.0,0.666666667,0.8888888888888891,1.0
259,80,"The oceans, along with the atmosphere, keep temperatures fairly constant worldwide. While some places on Earth get as cold as-70o C and others as hot as 55o C, the range is only 125o C. On Mercury temperatures go from-180o C to 430o C, a range of 610o C.","cold as-70o C and others as hot as 55o C, the range is only 125o C",some places on Earth get,"how cold do some places on earth get ?
","how cold do some places on earth get ?
",0.066666667,1.0,0.4,0.0
260,80,"At the same latitude, the temperature range is smaller in lands nearer the oceans than away from the oceans. Summer temperatures are not as hot, and winter temperatures are not as cold, because water takes a long time to heat up or cool down. ","hot, and winter temperatures are not as cold",Summer temperatures are not,"are summer and winter temperatures the same ?
","are summer and winter temperatures as hot ?
",0.75,0.75,0.0,0.0
261,80,"Europa also has a continual source of energy it is heated as it is stretched and squashed by tidal forces from Jupiter. Numerous missions have been planned to explore Europa, including plans to drill through the ice and send a probe into the ocean.",it is stretched and squashed by tidal forces from Jupiter,it is heated,"why is europa heated ?
","what is europa ' s continual source of energy ?
",0.1,0.666666667,0.9523809523809524,0.35294117647058826
262,80,Terminal moraines are long ridges of till left at the furthest point the glacier reached. End moraines are deposited where the glacier stopped for a long enough period to create a rocky ridge as it retreated. Long Island in New York is formed by two end moraines.,it retreated,End moraines are deposited where the glacier stopped for a long enough period to create a rocky ridge,"when did a glacier stop and create a rocky ridge ?
","where are end moraines deposited ?
",0.0,0.26666666699999997,0.8,0.7586206896551724
263,80,"Some of the largest, and most beautiful, natural crystals can be found in the Naica mine, in Mexico. These gypsum crystals were formed over thousands of years as groundwater, rich in calcium and sulfur flowed through an underground cave. Check it out: A relatively small sinkhole in a Georgia parking lot.","groundwater, rich in calcium and sulfur flowed through an underground cave",These gypsum crystals were formed over thousands of years,"how were the gypsum crystals formed ?
","how long ago were these crystals formed ?
",0.0,0.444444444,0.9523809523809524,0.6153846153846153
264,80,"The Earth goes through regular variations in its position relative to the Sun: 1. The shape of the Earths orbit changes slightly as it goes around the Sun. The orbit varies from more circular to more elliptical in a cycle lasting between 90,000 and 100,000 years.",it goes around the Sun,The shape of the Earths orbit changes slightly,"how does the shape of the earth ' s orbit change ?
","how does the shape of the earth change as it goes around the sun ?
",1.0,0.5,0.8,0.2857142857142857
265,145,"Magnetite crystals are shaped like a tiny bar magnet. As basalt lava cools, the magnetite crystals line up in the magnetic field like tiny magnets. When the lava is completely cooled, the crystals point in the direction of magnetic north pole at the time they form.",basalt lava cools,the magnetite crystals line up in the magnetic field like tiny magnets.,"when do magnetite crystals line up in the magnetic field ?
","what happens to the magnetite crystals when basalt lava cools ?
",1.0,0.7,0.8571428571428571,0.8888888888888891
266,145,"How do you expect this would help scientists see whether continents had moved or not? As a Wegener supporter, (and someone who is omniscient), you have just learned of a new tool that may help you. A magnetometer is a device capable of measuring the magnetic field intensity.",a Wegener supporter,"(and someone who is omniscient), you have just learned of a new tool that may help you.","what is the term for someone who is omniscient ?
","who is a wegener supporter ?
",1.0,0.25,0.8,0.9142857142857144
267,80,"How does this help you to provide evidence for continental drift? To test the idea that the pole remained fixed but the continents moved, geologists fitted the continents together as Wegener had done. It worked!",Wegener had done,"To test the idea that the pole remained fixed but the continents moved, geologists fitted the continents together","what did geologists do to test the idea that the pole remained fixed ?
","how did geologists test the idea of continental drift ?
",0.0,0.571428571,0.2857142857142857,0.8750000000000001
268,80,"Ice wedging works quickly, breaking apart rocks in areas with temperatures that cycle above and below freezing in the day and night, and also that cycle above and below freezing with the seasons. Ice wedging breaks apart so much rock that large piles of broken rock are seen at the base of a hillside, as rock fragments separate and tumble down. Ice wedging is common in Earths polar regions and mid latitudes, and also at higher elevations, such as in the mountains.",rock fragments separate and tumble down,large piles of broken rock are seen at the base of a hillside,"why are large piles of broken rock seen at the base of a hillside ?
","what happens when ice wedging breaks apart so much rock ?
",0.166666667,1.0,1.0,0.11764705882352942
269,80,"Plants and animals can do the work of mechanical weathering (Figure 1.3). This could happen slowly as a plants roots grow into a crack or fracture in rock and gradually grow larger, wedging open the crack. Burrowing animals can also break apart rock as they dig for food or to make living spaces for themselves.","a plants roots grow into a crack or fracture in rock and gradually grow larger, wedging open the crack",This could happen slowly,"how does mechanical weathering happen ?
","how long can it take for a plant and animal to do mechanical weathering ?
",0.0625,0.25,0.9411764705882352,0.4
270,80,"This could happen slowly as a plants roots grow into a crack or fracture in rock and gradually grow larger, wedging open the crack. Burrowing animals can also break apart rock as they dig for food or to make living spaces for themselves. ",they dig for food or to make living spaces for themselves,Burrowing animals can also break apart rock,"why do burrowing animals break apart rock ?
","can burrowing animals break apart rock ?
",0.0,0.7142857140000001,0.9565217391304348,0.0
271,80,"In abrasion, one rock bumps against another rock. Gravity causes abrasion as a rock tumbles down a mountainside or cliff. Moving water causes abrasion as particles in the water collide and bump against one another.",a rock tumbles down a mountainside or cliff,"In abrasion, one rock bumps against another rock. Gravity causes abrasion","what causes gravity to cause abrasion ?
","what is abrasion ?
",0.0,0.272727273,0.0,0.16666666666666669
272,80," Mercury is named for the Roman messenger god, who could run extremely quickly, just as the planet moves very quickly in its orbit around the Sun. A year on Mercury the length of time it takes to orbit the Sun is just 88 Earth days.",the planet moves very quickly in its orbit around the Sun,"Mercury is named for the Roman messenger god, who could run extremely quickly, just","why was the roman messenger god able to run extremely quickly ?
","what is the name of the planet mercury ?
",0.111111111,0.46153846200000004,0.9,0.7222222222222222
273,80,"A meteor, such as in Figure 1.1, is a streak of light across the sky. People call them shooting stars but they are actually small pieces of matter burning up as they enter Earths atmosphere from space. Meteors are called meteoroids before they reach Earths atmosphere.",they enter Earths atmosphere from space,People call them shooting stars but they are actually small pieces of matter burning up,"why are meteors called meteoroids ?
","what do people call meteors when they enter earths atmosphere ?
",0.666666667,0.066666667,0.5454545454545454,0.8888888888888891
274,80,"Earths landscape is extremely varied, with mountains, valleys, plains and hills. This landscape is always changing as plate tectonics builds new features and weathering and erosion destroys them. The landscape of the Moon is very different.",plate tectonics builds new features and weathering and erosion destroys them,This landscape is always changing,"why is earth ' s landscape constantly changing ?
","is the earth ' s landscape always the same ?
",0.0,0.6,0.9565217391304348,1.0
275,145,"The fluids may get into groundwater or may runoff into streams and other surface waters. As noted above, fracking may cause earthquakes. Click image to the left or use the URL below.",noted above,fracking may cause earthquakes.,"what is one reason that fracking may cause earthquakes ?
","what is the danger of fracking ?
",0.0,1.0,0.0,0.4
276,80,"Triton orbits in the direction opposite to the orbit of Neptune. Scientists think Triton did not form around Neptune, but instead was captured by Neptunes gravity as it passed by. This image of Triton, Neptunes largest moon, was taken by Voyager 2 in 1989.",it passed by,"Scientists think Triton did not form around Neptune, but instead was captured by Neptunes gravity","how was triton captured by neptune ' s gravity ?
","what do scientists think happened to triton ?
",0.0,0.4,0.8571428571428571,0.4166666666666667
277,80,"The plants used the food and so did the organisms that ate the plants. After the plants and other organisms died, their remains gradually changed to fossil fuels as they were covered and compressed by layers of sediments. Petroleum and natural gas formed from ocean organisms and are found together.",they were covered and compressed by layers of sediments,"After the plants and other organisms died, their remains gradually changed to fossil fuels","why did the remains of plants and other organisms become fossil fuels ?
","what happened to the plants after they died ?
",0.111111111,0.538461538,0.9473684210526316,0.42857142857142855
278,80,"Accidents at Three Mile Island and Chernobyl, Ukraine verified peoples worst fears about the dangers of harnessing nuclear power (Figure 1.4). Recently, nuclear power appeared to be making a comeback as society looked for alternatives to fossil fuels. After all, nuclear power emits no pollutants, including no greenhouse gases.",society looked for alternatives to fossil fuels,"Recently, nuclear power appeared to be making a comeback","why did nuclear power appear to be making a comeback ?
","has nuclear power been making a comeback ?
",0.0,0.75,0.9333333333333332,0.6666666666666666
279,145,"Since the volcanoes are cones, the reef forms in a circle around the volcano. As the volcano comes off the hot spot, the crust cools. The volcano subsides and then begins to erode away",the volcano comes off the hot spot,the crust cools.,"when does the crust cool ?
","what happens as the volcano comes off the hot spot ?
",1.0,0.5,0.9090909090909092,1.0
280,80, Conditions in the intertidal zone change rapidly as water covers and uncovers the region and waves pound on the rocks. A great abundance of life is found in the intertidal zone (Figure 1.1).,water covers and uncovers the region and waves pound on the rocks,Conditions in the intertidal zone change rapidly,"what causes conditions in the intertidal zone to change rapidly ?
","what happens as water covers and uncovers the region ?
",0.5,1.0,0.9523809523809524,0.0
281,80," Large oil spills, like the Exxon Valdez in Alaska in 1989, get a lot of attention, as they should. Besides these large spills, though, much more oil enters the oceans from small leaks that are only a problem locally.",they should,"Large oil spills, like the Exxon Valdez in Alaska in 1989, get a lot of attention","do large oil spills get a lot of attention ?
","do oil spills get as much attention as they should ?
",1.0,0.5,0.8,0.0
282,80,(Figure 1.5). Tourism is down in the region as beach goers find other ways to spend their time. Real estate prices along the Gulf have declined precipitously.,beach goers find other ways to spend their time,Tourism is down in the region,"why is tourism down in the region ?
","is tourism up or down in the gulf region ?
",0.0,1.0,0.9473684210526316,0.33333333333333337
283,80,The Gulf of Mexico is one of only two places in the world where bluefin tuna spawn and they are also already endangered. Marine mammals in the Gulf may come up into the slick as they come to the surface to breathe. Eight national parks and seashores are found along the Gulf shores.,they come to the surface to breathe,Marine mammals in the Gulf may come up into the slick,"why do marine mammals come up into the slick ?
","what happens when bluefin tuna come to the surface to breathe ?
",0.833333333,0.666666667,0.5,0.0
284,80,Some pesticides are toxic. Dead zones grow as fertilizers drain off farmland and introduce nutrients into lakes and coastal areas. Farm machines and vehicles used to transport crops produce air pollutants.,fertilizers drain off farmland and introduce nutrients into lakes and coastal areas,Dead zones grow,"why do dead zones grow ?
","what happens when fertilizers drain off farmland and introduce nutrients into lakes and coastal areas ?
",1.0,1.0,0.96,1.0
285,80,"Why do you think there is less ozone loss over the North Pole area? The region of low ozone levels is small because the atmosphere is not as cold and PSCs do not form as readily. Still, springtime ozone levels are relatively low.",cold and PSCs do not form as,the atmosphere is not,"why is the region of low ozone levels small ?
","why is the region of low ozone levels small ?
",0.0,0.333333333,0.7000000000000001,0.375
286,145,"Evidence for the existence of Pangaea was what Alfred Wegener used to create his continental drift hypothesis, which was described in the chapter Plate Tectonics. As the continents move and the land masses change shape, the shape of the oceans changes too. During the time of Pangaea, about 250 million years ago, most of Earths water was collected in a huge ocean called Panthalassa (Figure 1.2).",the continents move and the land masses change shape,the shape of the oceans changes too.,"what causes the shape of the oceans to change ?
","what happens as the land masses change shape ?
",0.571428571,0.6,0.4,0.0
287,145,"Orogenies take place over tens or hundreds of millions of years. As continents smash into microcontinents and island arcs collided, mountains rise. Geologists find evidence for the orogenies that took place while Pangaea was forming in many locations.",continents smash into microcontinents and island arcs collided,mountains rise.,"what causes mountains to rise ?
","what happens as continents smash into microcontinents and island arcs collided ?
",1.0,1.0,0.9411764705882352,1.0
288,80,The Taconic Orogeny is an example of a collision between a continent and a volcanic island arc. Laurentia experienced other orogenies as it merged with the northern continents. The southern continents came together to form Gondwana.,it merged with the northern continents,Laurentia experienced other orogenies,"why did laurentia experience other orogenies ?
","what happened as laurentia merged with the northern continents ?
",0.8,0.75,0.9090909090909092,0.0
289,145,"The dead organisms are kept away from oxygen by layers of other dead creatures and sediments. As the layers pile up, heat and pressure increase. Over millions of years, the dead organisms turn into liquid oil.",the layers pile up,heat and pressure increase.,"what causes heat and pressure to increase ?
","what happens as the layers of dead organisms pile up ?
",1.0,1.0,0.8571428571428571,1.0
290,80,"Lakes are not permanent features of a landscape. Some come and go with the seasons, as water levels rise and fall. Over a longer time, lakes disappear when they fill with sediments, if the springs or streams that fill them diminish, (a) Crater Lake in Oregon is in a volcanic caldera.",water levels rise and fall,Some come and go with the seasons,"why do lakes come and go with the seasons ?
","how do lakes change with the seasons ?
",0.0,0.833333333,0.9090909090909092,0.1818181818181818
291,80,(b) The Great Lakes fill depressions eroded as glaciers scraped rock out from the landscape. (c),glaciers scraped rock out from the landscape,The Great Lakes fill depressions eroded,"how did the great lakes fill depressions eroded ?
","what happened as glaciers scraped rock out from the landscape ?
",1.0,1.0,0.923076923076923,1.0
292,80,"(c) Lake Baikal, ice coated in winter in this image, formed as water filled up a tectonic faults. Lakes near Yellowknife were carved by glaciers during the last Ice Age.",water filled up a tectonic,"Lake Baikal, ice coated in winter in this image, formed","how did lake baikal form ?
","how did lake baikal form ?
",0.0,0.2,0.8,0.0
293,80,"This may be a bit confusing, so lets look at an example of limiting factors. Say you want to make as many chocolate chip cookies as you can with the ingredients you have on hand. It turns out that you have plenty of flour and other ingredients, but only two eggs.",many chocolate chip cookies as you can with the ingredients you have on hand,you want to make,"what is a limiting factor to making chocolate chip cookies ?
","what is a limiting factor to the amount of chocolate chip cookies you can make ?
",0.384615385,0.25,0.08695652173913042,0.0
294,145,"If conditions worsen, or if too many young are born, there is competition between individuals. As in any competition, there are some winners and some losers. Those individuals that survive to fill the available spots in the niche are those that are the most fit for their habitat.",in any competition,there are some winners and some losers.,"are there winners and losers in a competition ?
","what happens if conditions worsen or too many young are born ?
",0.0,0.7142857140000001,0.42857142857142855,0.16666666666666666
295,80,"By the end of the Archean, about 2.5 billion years ago, plate tectonics processes were completely recognizable. Small Proterozoic continents known as microcontinents collided to create supercontinents, which resulted in the uplift of massive mountain ranges. The history of the North American craton is an example of what generally happened to the cratons during the Precambrian.","microcontinents collided to create supercontinents, which resulted in the uplift of massive mountain ranges",Small Proterozoic continents known,"what caused the uplift of mountain ranges ?
","what were microcontinents ?
",0.076923077,0.0,0.5555555555555556,0.8571428571428571
296,145,"The history of the North American craton is an example of what generally happened to the cratons during the Precambrian. As the craton drifted, it collided with microcontinents and oceanic island arcs, which were added to the continents. Convergence was especially active between 1.5 and 1.0 billion years ago.",the craton drifted,"it collided with microcontinents and oceanic island arcs, which were added to the continents.","what happened to the north american craton during the precambrian ?
","what happened to the craton as it drifted ?
",1.0,0.076923077,0.2222222222222222,1.0
297,80,"2. Sediments are deposited horizontally, so sedimentary rock layers are originally horizontal, as are some vol-canic rocks, such as ash falls. 3.","are some vol-canic rocks, such as ash falls",sedimentary rock layers are originally horizontal,"what are some vol - canic rocks ?
","what happens when sediments are deposited horizontally ?
",0.125,0.166666667,0.4,0.923076923076923
298,145,"The droplets gather in clouds, which are blown about the globe by wind. As the water droplets in the clouds collide and grow, they fall from the sky as precipitation. Precipitation can be rain, sleet, hail, or snow.",the water droplets in the clouds collide and grow,they fall from the sky as precipitation.,"how do droplets fall from the sky as precipitation ?
","what happens when water droplets in the clouds collide and grow ?
",1.0,0.833333333,0.9333333333333332,1.0
299,80," Radioactive materials decay at known rates, measured as a unit called half-life. The half-life of a radioactive substance is the amount of time it takes for half of the parent atoms to decay.",a unit called half-life,"Radioactive materials decay at known rates, measured","what unit is used to measure the half - life of a radioactive substance ?
","how does the half - life of a radioactive substance relate to the decay rate ?
",0.0,0.14285714300000002,0.0,0.19354838709677416
300,145,"The nitrogen atoms are lost to the atmosphere, but the amount of carbon-14 that has decayed can be estimated by measuring the proportion of radioactive carbon-14 to stable carbon-12. As time passes, the amount of carbon-14 decreases relative to the amount of carbon-12. Carbon isotopes from the black material in these cave paintings places their cre-ating at about 26,000 to 27,000 years",time passes,the amount of carbon-14 decreases relative to the amount of carbon-12.,"when does the amount of carbon - 14 decrease relative to carbon - 12 ?
","what happens to the amount of carbon - 14 as time passes ?
",1.0,0.444444444,0.8,0.2
301,80,"Photos taken from space, observations made by astronauts, and the fact that there has been so much successful space exploration that depends on understanding the structure of the solar system all confirm it. But in the early 17th century saying that Earth orbited the Sun rather than the reverse could get you tried for heresy, as it did Galileo. Lets explore the evolution of the idea that Earth orbits the Sun.",it did Galileo,the early 17th century saying that Earth orbited the Sun rather than the reverse could get you tried for heresy,"who said that earth orbited the sun rather than the reverse ?
","what did galileo say that could get you tried for heresy ?
",0.666666667,0.41176470600000004,0.5,0.5217391304347826
302,80,"tiny or microscopic Magma erupted and cooled quickly Andesite As seen in Table 1.1, these two rocks have the same chemical composition and contain mostly the same minerals, but they do not have the same texture. Sample 1 has visible mineral grains, but Sample 2 has very tiny or invisible grains.","seen in Table 1.1, these two rocks have the same chemical composition and contain mostly the same minerals, but they",Magma erupted and cooled quickly Andesite,"how is the texture of the two rocks different ?
","what two rocks have the same chemical composition but have mostly the same minerals ?
",0.5555555560000001,0.0,0.25,0.2857142857142857
303,145,"Magma cools either underground or on the surface and hardens into an igneous rock. As the magma cools, different crystals form at different temperatures, undergoing crystallization. For example, the mineral olivine crystallizes out of magma at much higher temperatures than quartz.",the magma cools,"different crystals form at different temperatures, undergoing crystallization.","when do different crystals form at different temperatures ?
","what happens when magma cools ?
",1.0,0.75,0.8,0.0
304,80,"This imaginary line is called an axis. Earth spins around its axis, just as a top spins around its spindle. This spinning movement is called Earths rotation.",a top spins around its spindle,"Earth spins around its axis, just","what is another name for earths rotation ?
","how does earth spin around its axis ?
",0.4,0.0,0.0,0.6153846153846153
305,145,"The explosion creates pressure that forces the gases out of the rocket. As these gases rush out the end, the rocket moves in the opposite direction, as predicted by Newtons Third Law of Motion. The reaction force of the gases on the rocket pushes the rocket forward.",these gases rush out the end,"the rocket moves in the opposite direction, as predicted by Newtons Third Law of Motion.","what causes the rocket to move in the opposite direction ?
","what does newton ' s third law of motion predict ?
",0.0,0.307692308,0.14285714285714285,0.18181818181818185
306,80,Lakes of liquid methane (CH4) and ethane (C2 H6) are found on Titans surface. Although conditions are similar enough to those of early Earth for scientists to speculate that extremely A color-exaggerated mosaic of Saturn and its rings taken by Cassini as Saturn eclipses the Sun. A close-up of Saturns outer C ring show-ing areas with higher particle concentra-tion and gaps.,Saturn eclipses the Sun,conditions are similar enough to those of early Earth for scientists to speculate that extremely A color-exaggerated mosaic of Saturn and its rings taken by Cassini,"what does the mosaic of saturn ' s rings show ?
","what is believed to have happened to saturn as it eclipsed the sun ?
",0.666666667,0.16,0.0,0.5
307,80,"How can scientists know if a model designed to predict the future is likely to be accurate, since it may not be possible to wait long enough to see if the prediction comes true? One way is to run the model using a time in the past as the starting point see if the model can accurately predict the present. A model that can successfully predict the present is more likely to be accurate when predicting the future.",the starting point see if the model can accurately predict the present,One way is to run the model using a time in the past,"what is one way to run a model using a time in the past ?
","what is one way to know if a model can accurately predict the future ?
",0.5555555560000001,1.0,0.6206896551724138,0.6666666666666666
308,145,"Hess called this idea seafloor spreading. As oceanic crust forms and spreads, moving away from the ridge crest, it pushes the continent away from the ridge axis. If the oceanic crust reaches a deep sea trench, it sinks into the trench and is lost into the mantle.",oceanic crust forms and spreads,"moving away from the ridge crest, it pushes the continent away from the ridge axis.","how does seafloor spreading occur ?
","what happens as oceanic crust forms and spreads ?
",1.0,0.0,0.2857142857142857,0.7368421052631579
309,145,"He suggested that they were once active volcanoes that were exposed to erosion above sea level. As the seafloor they sat on moved away from the ridge, the crust on which they sat become less buoyant and the guyots moved deeper beneath sea level. ",the seafloor they sat on moved away from the ridge,the crust on which they sat become less buoyant and the guyots moved deeper beneath sea level.,"what caused the crust on the guyots to become less buoyant ?
","what happened when the seafloor moved away from the ridge ?
",0.625,0.4,0.9411764705882352,1.0
310,145,"The axis of rotation is pointed toward Polaris, the North Star. As the Earth orbits the Sun, the tilt of Earths axis stays lined up with the North Star.",the Earth orbits the Sun,the tilt of Earths axis stays lined up with the North Star.,"when does the tilt of the earths axis stay lined up with the north star ?
","what happens to the axis of rotation as the earth orbits the sun ?
",1.0,0.9,0.8571428571428571,1.0
311,80,Where does the salt in seawater come from? As water moves through rock and soil on land it picks up ions. This is the flip side of weathering.,water moves through rock and soil on land it picks up ions,seawater come from,"what is the flip side of weathering ?
","where does the salt in seawater come from ?
",0.0,0.0,0.96,0.0
312,145,"A rushing river on a steep slope might be able to carry boulders. As this stream slows down, it no longer has the energy to carry large sediments and will drop them. A slower moving stream will only carry smaller particles.",this stream slows down,it no longer has the energy to carry large sediments and will drop them.,"when does a rushing river no longer have the energy to carry large sediments ?
","what happens when a rushing river slows down ?
",0.5,0.538461538,0.8888888888888891,1.0
313,80," Although the stars in a constellation appear close together as we see them in our night sky, they are not at all close together out in space. In the constellation Orion, the stars visible to the naked eye are at distances ranging from just 26 light-years (which is relatively close to Earth) to several thousand light-years away.","we see them in our night sky, they are not at all close together out in space",the stars in a constellation appear close together,"do the stars in a constellation appear close together ?
","how do the stars in a constellation appear in the night sky ?
",0.235294118,1.0,0.0,0.5
314,80,"This is because the apparent nightly motion of the stars is actually caused by the rotation of Earth on its axis. The patterns also shift in the sky with the seasons as Earth revolves around the Sun. As a result, people in a particular location can see different constellations in the winter than in the summer.",Earth revolves around the Sun,The patterns also shift in the sky with the seasons,"why do the patterns shift in the sky with the seasons ?
","what is the effect of earth ' s rotation on the sky ?
",0.25,0.857142857,0.8888888888888891,0.4117647058823529
315,80,"On a much grander scale, entire continents have divides, known as continental divides. A green floodplain surrounds the Red Rock River as it flows through Montana. (a)",it flows through Montana,A green floodplain surrounds the Red Rock River,"where does the red rock river flow ?
","how does the red rock river flow through montana ?
",0.5,0.5,0.6666666666666666,0.0
316,80, A supervolcano could change life on Earth as we know it. Ash could block sunlight so much that photosynthesis would be reduced and global temperatures would plummet.,we know it,A supervolcano could change life on Earth,"how can a supervolcano change life on earth ?
","what could a supervolcano do to the earth ?
",0.0,0.833333333,0.0,0.5714285714285715
317,80,"If all other factors were the same, the highest temperature stars would also be the most luminous (the brightest). In the main sequence of stars, we see that as the temperature increases to the left, the luminosity also increases, demonstrating that the hottest stars in this grouping are also the brightest. There are stars, however, that are less bright than their temperature would predict.","the temperature increases to the left, the luminosity also increases, demonstrating that the hottest stars in this grouping are also the brightest","In the main sequence of stars, we see that","what does the main sequence of stars show ?
","where does the temperature increase to the left show that the hottest stars are the brightest ?
",0.470588235,0.5,0.9714285714285714,0.7692307692307693
