,Unnamed: 0,context,question,answer,start_idx,end_idx
123,635,"Due to the lack of success lately on the international level , in recent years , Armenia has rebuilt 16 Soviet - era sports schools and furnished them with new equipment for a total cost of $ 1 .",Why has Armenia provided them with new equipment in recent years for a total price of $1?,Due to the lack of success lately on the international level,0,59
124,764,"When interviewed for Mojo magazine the band said the most amazing sight at Live Aid was to see the audience clapping to "" Radio Ga Ga "" .",Why does the audience clap?,"to "" Radio Ga Ga """,117,134
125,668,"Since it would have been too costly for most Muslims to purchase a manuscript , copies of the Quran were held in mosques in order to make them accessible to people .","For what purpose were copies of the Koran kept, since it would have been too expensive for most Muslims to buy a manuscript in mosques?",in order to make them accessible to people,121,162
126,724,"As the summit closed on 28 September 1970 , hours after escorting the last Arab leader to leave , Nasser suffered a heart attack .",To what end is the last Arab leader accompanying him?,to leave,87,94
127,83,"Because of limited highway access , air travel remains the most efficient form of transportation in and out of the state .",Why does air transport remain the most efficient form of transport within and outside the state?,Because of limited highway access,0,32
128,263,"According to Hong Kong Chief Secretary for Administration Henry Tang , 3,000 police were deployed to ensure order .","For what purpose were 3,000 police deployed according to Hong Kong Chief Secretary for Administration Henry Tang ?",to ensure order,98,112
129,647,"In January 2010 , Hong Kong - based English newspaper The Standard reported that writer Tan Zuoren attempted to document shoddy construction that may have led to massive casualties in schools , was sentenced to in prison ostensibly for his writing an article in 2007 in support of the pro - democracy movement in 1989 .",Why was the writer Tan Zuoren sentenced to prison?,ostensibly for his writing an article in 2007 in support of the pro -,221,289
130,231,Manganese dioxide can be added in small amounts to remove the green tint given by iron(II ) oxide .,To what end can manganese be added in small quantities?,to remove the green tint given by iron(II ) oxide,48,96
131,175,"In 1863 , during the Civil War , a second Fort Hale was built next to the original , complete with bomb - resistant bunkers and a moat , to defend the city should a Southern raid against New Haven be launched .",For what purpose was a second Fort Hale built next to the original in 1863?,to defend the city should a Southern raid against New Haven be launched,137,207
132,117,"[ clarification needed ] It is played down that this "" invisible hand "" acts only "" frequently "" and that it is "" no part of his [ the individual 's ] intentions "" because competition leads to lower prices by imitating "" his "" invention .",Why isn't that part of his intent? ',"because competition leads to lower prices by imitating "" his "" invention",164,235
133,62,"In general , inbreeding is avoided because it leads to a reduction in progeny fitness ( inbreeding depression ) due largely to the homozygous expression of deleterious recessive alleles .",Why is inbreeding generally avoided?,because it leads to a reduction in progeny fitness ( inbreeding depression ) due largely to the homozygous expression of deleterious recessive alleles,35,184
134,820,"The city was at the end of a long supply line , which made it somewhat difficult to defend , although supplies continued to reach the city by canal and wagon for years , since it was protected by the Army of Northern Virginia and arguably the Confederacy 's best troops and commanders .",Why did the city continue to reach by canal and wagon for years?,since it was protected by the Army of Northern Virginia and arguably the Confederacy 's best troops and commanders,170,283
135,975,"For particularly severe conduct , the game official(s ) may eject players ( ejected players may be substituted for ) , or in exceptional cases , declare the game over and award victory to one side or the other .",For what purpose do the game official(s ) declare the game in exceptional cases ?,For particularly severe conduct,0,30
136,802,"In the 1920s and 1930s , the "" career "" soldiers were known as the "" Regular Army "" with the "" Enlisted Reserve Corps "" and "" Officer Reserve Corps "" augmented to fill vacancies when needed .",To what end have the Enlisted Reserve Corps and Officer Reserve Corps been increased?,to fill vacancies when needed,160,188
137,191,"Von Neumann entered government service ( Manhattan Project ) primarily because he felt that , if freedom and civilization were to survive , it would have to be because the US would triumph over totalitarianism from Nazism , Fascism and Soviet Communism .",Why did Von Neumann join the government (Manhattan Project)?,"primarily because he felt that , if freedom and civilization were to survive , it would have to be because the US would triumph over totalitarianism from Nazism , Fascism and Soviet Communism",61,251
138,576,"Tourism is a major industry owing to the city 's climate , its beaches , and numerous tourist attractions such as Balboa Park , Belmont amusement park , San Diego Zoo , San Diego Zoo Safari Park , and SeaWorld San Diego .",Why is tourism an important industry?,"owing to the city 's climate , its beaches , and numerous tourist attractions such as Balboa Park , Belmont amusement park , San Diego Zoo , San Diego Zoo Safari Park , and SeaWorld San Diego",28,218
139,935,"Over the ensuing six weeks , 18 women came forward to publicly claim that Filner had sexually harassed them , and multiple individuals and groups called for him to resign .",For what purpose did 18 women appear in the following six weeks?,to publicly claim that Filner had sexually harassed them,51,106
140,919,"Latent TB treatment usually employs a single antibiotic , while active TB disease is best treated with combinations of several antibiotics to reduce the risk of the bacteria developing antibiotic resistance .",For what purpose is active tuberculosis best treated with combinations of several antibiotics?,to reduce the risk of the bacteria developing antibiotic resistance,139,205
141,448,"Beginning in the tenth season[citation needed ] , permanent mentors were brought in during the live shows to help guide the contestants with their song choice and performance .",To what end have permanent mentors been brought in that begin in the tenth season [quote needed] that begin in the tenth season [quote needed]?,to help guide the contestants with their song choice and performance,106,173
142,248,"In order to enlist Stalin 's support , Zhou and a Chinese delegation left for Moscow on 8 October , arriving there on 10 October at which point they flew to Stalin 's home at the Black Sea .",To what end did Zhou and a Chinese delegation leave for Moscow on October 8th?,In order to enlist Stalin 's support,0,35
143,637,Reptiles such as adders and vipers live up to the snow line ; because they can not bear the cold temperatures they hibernate underground and soak up the warmth on rocky ledges .,Why do reptiles like Adder and Viper keep the snow line?,because they can not bear the cold temperatures they hibernate underground and soak up the warmth on rocky ledges,62,174
144,69,"In a move that apparently surprised many islanders the Chief Minister of Norfolk Island , David Buffett , announced on 6 November 2010 that the island would voluntarily surrender its tax free status in return for a financial bailout from the federal government to cover significant debts .",Why should the island voluntarily give up its tax-free status?,in return for a financial bailout from the federal government to cover significant debts,199,286
145,931,"Kelp is frequently grazed in subtidal kelp forests , but regrows at the base of the blade continuously to cope with browsing pressure .",To what end did Kelp continually grow up at the base of the blade?,to cope with browsing pressure,103,132
146,422,Streams carried rock debris down slope to be deposited in nearby lowlands .,For what purpose did streams bring rock debris down?,to be deposited in nearby lowlands,39,72
147,832,"Often , through - hole and surface - mount construction must be combined in a single assembly because some required components are available only in surface - mount packages , while others are available only in through - hole packages .",Why does the continuous - hole and surface mounting construction often have to be combined in a single installation?,"because some required components are available only in surface - mount packages , while others are available only in through - hole packages",94,233
148,464,"Also , the energy used to blow air to cool transformers , power electronics ( including rectifiers ) , and other conversion hardware must be accounted for .",To what end has air been blown?,to cool transformers,35,54
149,631,"For a difficult task of only a few seconds ' duration , a person can put out thousands of watts , many times the 746 watts in one official horsepower .","To what end can a person use thousands of watts, a multiple of 746 watts in an official horsepower?",For a difficult task of only a few seconds ' duration,0,52
150,525,"Since Bell was becoming increasingly affluent , he used his prize money to create endowment funds ( the ' Volta Fund ' ) and institutions in and around the United States capital of Washington , D.","Why did he use his prize money for endowment funds (the ""Volta Fund"") and institutions in and around Washington, D.C.?",Since Bell was becoming increasingly affluent,0,44
151,144,"The new government called in the French Army to put down the uprising , the first of many such confrontations between the army and the new worker 's movements in Europe .","To what end did the new government designate the French army as the first of many such clashes between the army and the new workers ""movements in Europe?",to put down the uprising,45,68
152,363,The army provides trained forces to the combatant commanders for use as directed by the Secretary of Defense .,For what purpose does The army provide trained forces to the combatant commanders ?,for use as directed by the Secretary of Defense,61,107
153,669,"The Times was printed in broadsheet format for 219 years , but switched to compact size in 2004 in an attempt to appeal more to younger readers and commuters using public transport .",Why did The Times switch to compact size in 2004?,in an attempt to appeal more to younger readers and commuters using public transport,96,179
154,147,"Game players were not the only ones to notice the violence in this game ; US Senators Herb Kohl and Joe Lieberman convened a Congressional hearing on December 9 , 1993 to investigate the marketing of violent video games to children .",To what end did US Senators Herb Kohl and Joe Lieberman call a hearing before Congress on 9 December 1993?,to investigate the marketing of violent video games to children,168,230
155,838,"The legality of this act is the subject of discussions because , according to the 1978 Constitution ( Basic Law ) of the Russian SFSR , the Russian Supreme Soviet had no right to do so .",Why is the legality of this law being debated?,"because , according to the 1978 Constitution ( Basic Law ) of the Russian SFSR , the Russian Supreme Soviet had no right to do so",55,183
156,405,"To prevent further loss of groundwater , Tucson has been involved in water conservation and groundwater preservation efforts , shifting away from its reliance on a series of Tucson area wells in favor of conservation , consumption - based pricing for residential and commercial water use , and new wells in the more sustainable Avra Valley aquifer , northwest of the city .","To what end has Tucson committed itself to conserving water and groundwater instead of moving away from a series of Tucson wells in favor of conservation, consumption - based on prices for residential and commercial water use and new wells in the more sustainable Avra Valley aquifer, northwest of the city?",prevent further loss of groundwater,3,37
157,581,"An example of a solar - mediated weather event is a hurricane , which occurs when large unstable areas of warm ocean , heated over months , give up some of their thermal energy suddenly to power a few days of violent air movement .","To what end do large unstable areas of the warm ocean, warmed for months, give some of their thermal energy when?",to power a few days of violent air movement,186,228
158,973,"The working memory model explains many practical observations , such as why it is easier to do two different tasks ( one verbal and one visual ) than two similar tasks ( e.",Why is to do two different tasks ( one verbal and one visual ) easier ?,why,72,74
159,1005,"The city lies just south of the geographical midpoint of South Carolina 's coastline and is located on Charleston Harbor , an inlet of the Atlantic Ocean formed by the confluence of the Ashley and Cooper Rivers , or , as is locally expressed , "" where the Cooper and Ashley Rivers come together to form the Atlantic Ocean .",For what purpose did the Cooper and Ashley Rivers come together where ?,to form the Atlantic Ocean,295,320
160,378,"This is a myth according to Kees Immink , as the code format had not yet been decided in May 1980 .",Why is this a myth according to Kees Immink?,as the code format had not yet been decided in May 1980,42,96
161,437,At the same time the Qing took steps to counterbalance the power of the aristocracy by adding officials recruited from the clergy to key posts .,To what end did the Qing take steps by simultaneously appointing officials recruited from the clergy to key positions?,to counterbalance the power of the aristocracy,37,82
162,971,"However , the federal government rejected the version of a commonwealth that the government of Guam proposed , due to it having clauses incompatible with the Territorial Clause ( Art .","Why did the federal government reject the version of a commonwealth that the government of Guam proposed , ?",due to it having clauses incompatible with the Territorial Clause ( Art,111,181
163,636,Accurate present day child labour information is difficult to obtain because of disagreements between data sources as to what constitutes child labour .,Why is it difficult nowadays to obtain accurate information about child labour?,because of disagreements between data sources as to what constitutes child labour,69,149
164,292,It would have been quite simple for Kinsey to have measured the two dimensions separately and report scores independently to avoid loss of information .,For what purpose did Kinsey report scores independently ?,to avoid loss of information,122,149
165,108,Vallely and Cameron Kerry maintained that they were only checking their own telephone lines because they had received an anonymous call warning that the Kerry lines would be cut .,Why did they only check their own phone lines?,because they had received an anonymous call warning that the Kerry lines would be cut,92,176
166,594,Alaska is the northernmost and westernmost state in the United States and has the most easterly longitude in the United States because the Aleutian Islands extend into the eastern hemisphere .,Why does Alaska have the easternmost longitude in the United States?,because the Aleutian Islands extend into the eastern hemisphere,127,189
167,465,"However schoolmates considered Virgil extremely shy and reserved , according to Servius , and he was nicknamed "" Parthenias "" or "" maiden "" because of his social aloofness .","Why was he called ""Parthenias"" or ""maiden""?",because of his social aloofness,140,170
168,827,"Because of vigorous missionary activity , the movement spread throughout the British Empire , the United States , and beyond , today claiming approximately 80 million adherents worldwide .","Why did the movement spread to around 80 million followers across the British Empire, the United States, and beyond?",Because of vigorous missionary activity,0,38
169,607,"The North American version 's buttons are colored to match the redesigned console ; the X and Y buttons are lavender with concave faces , and the A and B buttons are purple with convex faces .",For what purpose are the buttons of the North American version colored?,to match the redesigned console,50,80
170,526,"Some software developers have adopted it for other encodings , including UTF-8 , in an attempt to distinguish UTF-8 from local 8-bit code pages .",To what end have some software developers adopted it?,in an attempt to distinguish UTF-8 from local 8-bit code pages,81,142
171,35,"Johnson signed the Voting Rights Act of 1965 , providing for oversight of state practices and enforcement of constitutional voting rights for African Americans and other minorities in order to prevent the discrimination and disenfranchisement that had excluded most of them for decades from the political process .",To what end did Johnson oversee state practices and enforce constitutional voting rights for African Americans and other minorities?,in order to prevent the discrimination and disenfranchisement that had excluded most of them for decades from the political process,181,311
172,352,"White - balancing is still required to avoid too "" warm "" or "" cool "" colors , but this is a simple process that requires only the color temperature in Kelvin as input for modern , digital visual reproduction equipment such as video or still cameras unless it is completely automated .",For what purpose is White - balancing required still ?,"to avoid too "" warm "" or "" cool "" colors",36,75
173,264,"In 1925 , the English mathematician and philosopher Alfred North Whitehead cautioned : "" The prophecy of Francis Bacon has now been fulfilled ; and man , who at times dreamt of himself as a little lower than the angels , has submitted to become the servant and the minister of nature .","For what purpose has man , who at times dreamt of himself as a little lower than the angels submitted ?",to become the servant and the minister of nature,235,282
174,878,"Robert Fisk , seven times British International Journalist of the Year , resigned as foreign correspondent in 1988 over what he saw as "" political censorship "" of his article on the shooting - down of Iran Air Flight 655 in July 1988 .","Why did Robert Fisk, seven times British Journalist of the Year, resign as a foreign correspondent in 1988?","over what he saw as "" political censorship "" of his article on the shooting - down of Iran Air Flight 655 in July 1988",115,232
175,446,"At a convention of citizens called to select a new provisional ruler , Gutierrez obtained the vote , with P.",To what end has a Convention of Citizens convened?,to select a new provisional ruler,35,67
176,998,This act would provide for referendums to be held in Puerto Rico to determine the island 's ultimate political status .,For what purpose be referendums held in Puerto Rico ?,to determine the island 's ultimate political status,65,116
177,696,The zinc core is coated with a thin layer of copper to give the impression of a copper coin .,For what purpose is the galvanized core coated with a thin layer of copper?,to give the impression of a copper coin,52,90
178,289,The use of AC is not feasible because the dimensions of a third rail are physically very large compared with the skin depth that the alternating current penetrates to ( 0 .,Why is The use of AC not is feasible ?,because the dimensions of a third rail are physically very large compared with the skin depth that the alternating current penetrates to ( 0,30,169
179,889,"In 2014 the Tuvalu Borrow Pits Remediation ( BPR ) project was approved in order to fill 10 borrow pits , leaving Tafua Pond , which is a natural pond .",What was the purpose of the Tuvalu Borrow Pits Remediation (BPR) project approved in 2014?,"in order to fill 10 borrow pits , leaving Tafua Pond , which is a natural pond",72,149
180,516,"The only role open to women in the Church was that of nuns , as they were unable to become priests .",Why was the only role assigned to women in the Church that of nuns?,as they were unable to become priests,61,97
181,297,"The committee considered an eight - bit code , since eight bits ( octets ) would allow two four - bit patterns to efficiently encode two digits with binary - coded decimal .",Why did The committee consider an eight - bit code ?,since eight bits ( octets ) would allow two four - bit patterns to efficiently encode two digits with binary - coded decimal,47,170
182,321,"Early Islamic philosophy emphasized an inexorable link between science and religion , and the process of ijtihad to find truth — in effect all philosophy was "" political "" as it had real implications for governance .","Why was all philosophy was political "" in effect ?",as it had real implications for governance,172,213
183,28,"Martin Luther , who initiated the Protestant Reformation , said : "" Mother Mary , like us , was born in sin of sinful parents , but the Holy Spirit covered her , sanctified and purified her so that this child was born of flesh and blood , but not with sinful flesh and blood .",To what end has the Holy Spirit covered them?,"so that this child was born of flesh and blood , but not with sinful flesh and blood",190,273
184,644,"In addition , the Soviets provided Germany with access to the Northern Sea Route for both cargo ships and raiders ( though only the commerce raider Komet used the route before the German invasion ) , which forced Britain to protect sea lanes in both the Atlantic and the Pacific .","To what end did the Soviets grant access to the North Sea route to Germany, even though only the Handelsraider Komet used the route before the German invasion), even though only the Handelsraider Komet used the route before the German invasion?",for both cargo ships and raiders,81,112
185,475,"Melbourne 's CBD , compared with other Australian cities , has comparatively unrestricted height limits and as a result of waves of post - war development contains five of the six tallest buildings in Australia , the tallest of which is the Eureka Tower , situated in Southbank .","Why does Melbourne's CBD contain five of Australia's six tallest buildings, the tallest of which is the Eureka Tower, located in Southbank compared to other Australian cities?",as a result of waves of post - war development,108,153
186,1002,""" James further claims that "" we feel sad because we cry , angry because we strike , afraid because we tremble , and neither we cry , strike , nor tremble because we are sorry , angry , or fearful , as the case may be .",Why do we strike ?,"because we are sorry , angry , or fearful , as the case may be",155,216
187,856,Signals fed to the cutting head were pre - emphasized in the treble region to help override noise in playback .,To what end did the signals sent to the cutting head emphasize in the area of heights?,to help override noise in playback,75,108
188,11,"Mongols were forbidden by the Qing from crossing the borders of their banners , even into other Mongol Banners and from crossing into neidi ( the Han Chinese 18 provinces ) and were given serious punishments if they did in order to keep the Mongols divided against each other to benefit the Qing .",To what end have they done this?,in order to keep the Mongols divided against each other to benefit the Qing,220,294
189,939,""" His 2008 album 808s & Heartbreak polarized both listeners and critics upon its release , but was commercially successful and impacted hip hop and pop stylistically , as it laid the groundwork for a new wave of artists who generally eschewed typical rap braggadocio for intimate subject matter and introspection , including Frank Ocean , The Weeknd , Drake , Future , Kid Cudi , Childish Gambino , Lil Durk , Chief Keef , and Soulja Boy .",Why was his 2008 album 808s & Heartbreak commercially successful?,"as it laid the groundwork for a new wave of artists who generally eschewed typical rap braggadocio for intimate subject matter and introspection , including Frank Ocean , The Weeknd , Drake , Future , Kid Cudi , Childish Gambino , Lil Durk , Chief Keef , and Soulja Boy",168,436
190,700,"The new system restored the ability to include URLs in comments , which had previously been removed due to problems with abuse .",Why have URLs been removed in comments before?,due to problems with abuse,100,125
191,531,"Due to lateral gene transfer , some closely related bacteria can have very different morphologies and metabolisms .",Why can some closely related bacteria have very different morphologies and metabolism?,Due to lateral gene transfer,0,27
192,923,The ribs are flattened and the sternum is keeled for the attachment of flight muscles except in the flightless bird orders .,For what purpose was the sternum tipped?,for the attachment of flight muscles except in the flightless bird orders,49,121
193,15,"Crossbows , which had been known in Late Antiquity , increased in use partly because of the increase in siege warfare in the 10th and 11th centuries .","Why did crossbows, as they were known in late antiquity, increase?",partly because of the increase in siege warfare in the 10th and 11th centuries,70,147
194,502,"Many collectors prefer to have heavyweight vinyl albums , which have been reported to have better sound than normal vinyl because of their higher tolerance against deformation caused by normal play .",Why must a better sound than normal vinyl have been reported?,because of their higher tolerance against deformation caused by normal play,122,196
195,66,"In order to explain the common features shared by Sanskrit and other Indo - European languages , many scholars have proposed the Indo - Aryan migration theory , asserting that the original speakers of what became Sanskrit arrived in what is now India and Pakistan from the north - west some time during the early second millennium BCE .",To what end did many scholars propose the Indo-Aryan migration theory?,In order to explain the common features shared by Sanskrit and other Indo - European languages,0,93
196,257,"Emanuel Swedenborg says God as he is in himself could not directly approach evil spirits to redeem those spirits without destroying them ( Exodus 33:20 , John 1:18 ) , so God impregnated Mary , who gave Jesus Christ access to the evil heredity of the human race , which he could approach , redeem and save .",For what purpose is God as he is in himself could not approach evil spirits directly ?,to redeem those spirits without destroying them,89,135
197,143,"Main Street Station , designed by Wilson , Harris , and Richards , has been returned to use in its original purpose .","To what end was Main Street Station, designed by Wilson, Harris and Richards, returned to its original purpose?",to use,85,90
198,211,"The University of Notre Dame has made being a sustainability leader an integral part of its mission , creating the Office of Sustainability in 2008 to achieve a number of goals in the areas of power generation , design and construction , waste reduction , procurement , food services , transportation , and water .",To what end did the University of Notre Dame establish the Office of Sustainability in 2008?,"to achieve a number of goals in the areas of power generation , design and construction , waste reduction , procurement , food services , transportation , and water",148,311
199,782,"Within a year he was backtracking , announcing that sharia was inappropriate for the Jamahiriya because it guaranteed the protection of private property , contravening The Green Book 's socialism .",Why was Sharia unsuitable for the Jamahiriya?,"because it guaranteed the protection of private property , contravening The Green Book 's socialism",96,194
200,754,Positive hydrogen ions from HCl and negative hydroxide ions from NaOH combine to form water .,For what purpose do Positive hydrogen ions from HCl and negative hydroxide ions from NaOH combine ?,to form water,78,90
201,143,Reduce pollution so that resources are maintained .,To what end will pollution be reduced?,so that resources are maintained,17,48
202,1051,"Since climate determines the type of vegetation that grows in an area , vegetation is used as an indicator of climate type .",Why is vegetation used as an indicator of climate type ?,Since climate determines the type of vegetation that grows in an area,0,68
203,1633,He hypothesized that electrons can move around the nucleus only at fixed distances from the nucleus based on the amount of energy they have .,Why can electrons move around the nucleus only at fixed distances from the nucleus ?,based on the amount of energy they have,100,138
204,853,That s why you can hear but not see around corners .,Why can you hear around corners ?,why,7,9
205,111,Curators from the Outdoor Exploratorium in San Francisco have set up a scope two miles away so you can see how the bridge is moving up or down depending on the weather .,For what purpose have curators of the Outdoor Exploratory in San Francisco set themselves a radius of 3 km?,so you can see how the bridge is moving up or down depending on the weather,92,166
206,1814,"Instead , the water is returned to the blood to keep water levels from falling lower .",For what purpose is the water returned to the blood ?,to keep water levels from falling lower,45,83
207,525,"Since church officials had made some of Aristotles opinions a part of the religious views of the church , proving Aristotles views to be incorrect also pointed out flaws in the church .",Why did proving Aristotles views to be incorrect point flaws in the church ?,Since church officials had made some of Aristotles opinions a part of the religious views of the church,0,102
208,1596,Why does the sand get so hot while the water does not ? The answer has to do with specific heat .,Why does the sand does has get so hot while the water does not ?,Why,0,2
209,154,9 shows this for water .,What is the purpose of this exhibition?,for water,13,21
210,551,Death rates also rose because of crowded living conditions and diseases that spread from domestic animals .,Why did Death rates rise ?,because of crowded living conditions and diseases that spread from domestic animals,22,104
211,1740,) The fossils formed within the rocks as a result of mysterious forces .,Why did The fossils form within the rocks ?,as a result of mysterious forces,38,69
212,84,Coefficients can be used to balance equation 1 ( above ) as follows : Equation 2 : 2H2 + O2 ! 2H2 O Equation 2 shows that two molecules of hydrogen react with one molecule of oxygen to produce two molecules of water .,For what purpose do two hydrogen molecules react with one oxygen molecule?,to produce two molecules of water,182,214
213,1488,"Many mollusks ( clams , snails , octopi , and squid ) are found as molds and casts because their shells dissolve easily .","Why are Many mollusks ( clams , snails , octopi , and squid ) found as molds and casts ?",because their shells dissolve easily,83,118
214,806,"How can scientists know if a model designed to predict the future is likely to be accurate , since it may not be possible to wait long enough to see if the prediction comes true ? One way is to run the model using a time in the past as the starting point see if the model can accurately predict the present .","Why can scientists is know if a model designed to predict the future is likely to be accurate , how ?",since it may not be possible to wait long enough to see if the prediction comes true ? One way is to run the model using a time in the past as the starting point see if the model can accurately predict the present,93,305
215,1111,"However , they need help breathing because their lungs are not yet fully mature .",Why do they need help breathing ?,because their lungs are not yet fully mature,35,78
216,229,"Since almost every galaxy in the universe has a redshift , almost every galaxy is moving away from Earth .",Why has almost every galaxy moved away from Earth?,Since almost every galaxy in the universe has a redshift,0,55
217,408,The bending of light through droplets of water is why we can see rainbows .,Why can we see rainbows ?,why,50,52
218,1849,The direction of the pendulum appeared to change because Earth rotated beneath it .,Why did The direction of the pendulum appear ?,because Earth rotated beneath it,49,80
219,181,"20 lb Q : Rod needs to buy a meter of wire for a science experiment , but the wire is sold only by the yard .",For what purpose does Rod buy a wire knife?,for a science experiment,43,66
220,1791,That s why they are used in floor wax and similar products .,Why are they used in floor wax and similar products ?,why,7,9
221,1996,The lands later moved apart so that the fossils are separated .,For what purpose did The lands move apart later ?,so that the fossils are separated,28,60
222,1840,"When Laurentia and Gondwana collided to create Pangaea , the Appalachians rose .",For what purpose did Laurentia and Gondwana collide when ?,to create Pangaea,37,53
223,927,"They "" want "" to give up their few valence electrons so they will have a full outer energy level .",For what purpose have They give their few valence electrons ?,so they will have a full outer energy level,53,95
224,1914,Quick burial is essential because most decay and fragmentation occurs at the surface .,Why is Quick burial essential ?,because most decay and fragmentation occurs at the surface,26,83
225,139,"In the sun , as well as in other stars , protons from hydrogen atoms combine , or fuse , to form nuclei of helium atoms .",For what purpose do protons of hydrogen atoms combine in the sun as well as in other stars?,to form nuclei of helium atoms,89,118
226,1324,"For an entertaining review of aerobic and anaerobic respiration , watch this creative music video : MEDIA Click image to the left or use the URL below .",For what purpose do this creative music video : MEDIA Click image to the left or use the URL watch ?,For an entertaining review of aerobic and anaerobic respiration,0,62
227,1325,That s why its not removed from the statue .,Why does its not remove from the statue ?,why,7,9
228,686,"Because warmer , less dense air sits over cooler , denser air , air in the stratosphere is stable .",Why is air in the stratosphere stable ?,"Because warmer , less dense air sits over cooler , denser air",0,60
229,1652,Early sailors and navigators found the Mercator map useful because most explorations were located near the equator .,Why did Early sailors and navigators find the Mercator map useful ?,because most explorations were located near the equator,59,113
230,302,Heat from the burning coal boils the water in the boiler to make steam .,For what purpose does heat from the burning coal boil the water in the boiler?,to make steam,57,69
231,1923,A heart attack happens when the blood can not reach the heart because a blood vessel is blocked .,Why can the blood not reach the heart when ?,because a blood vessel is blocked,62,94
232,420,Land must be given over to dump the materials .,For what purpose must Land be given ?,to dump the materials,24,44
233,663,"For this reason , concussions are treated very seriously among athletes and in professional sports .",Why are concussions treated among athletes and in professional sports very seriously ?,For this reason,0,14
234,694,Potassium and sodium are needed for muscles and nerves to work normally .,For what purpose are Potassium and sodium needed ?,for muscles and nerves to work normally,32,70
235,1624,"To see how one species of predatory bony fish catches its prey , watch this amazing video : http://video .",For what purpose do this amazing video : http://video watch ?,To see how one species of predatory bony fish catches its prey,0,61
236,753,Oceanic island arcs also collide with continents to make them grow .,For what purpose do Oceanic island arcs collide with continents ?,to make them grow,49,65
237,1437,That s why the moon circles around Earth rather than the sun .,Why does the moon circle around Earth rather than the sun ?,why,7,9
238,968,"All the particles in the rings are like little moons , because they orbit around Saturn .",Why do All the particles in the rings be like little moons ?,because they orbit around Saturn,55,86
239,2057,"Because it is difficult to predict when droughts will happen , it is difficult for countries to predict how serious water shortages will be each year .",Why is for countries to predict how serious water shortages will be each year difficult ?,Because it is difficult to predict when droughts will happen,0,59
240,492,"To generate biomass energy , break down the cell walls of plants to release the sugars and then ferment those sugars to create fuel .",For what purpose do the cell walls of plants break ?,To generate biomass energy,0,25
241,493,"To generate biomass energy , break down the cell walls of plants to release the sugars and then ferment those sugars to create fuel .",For what purpose do the cell walls of plants break ?,To generate biomass energy,0,25
242,1016,Fireflies give off visible light to attract mates .,For what purpose do Fireflies give visible light ?,to attract mates,33,48
243,555,"Love Canal became a Superfund site in 1983 and as a result , several measures were taken to secure the toxic wastes .",Why were several measures taken to secure the toxic wastes ?,as a result,47,57
244,558,"In the Ptolemaic system , Venus should always be in crescent phase as viewed from the Earth because the sun is beyond Venus , but in the Copernican system Venus should exhibit a complete set of phases over time as viewed from the Earth because it is illuminated from the center of its orbit .",Why should Venus is be in crescent phase as viewed from the Earth in the Ptolemaic system always ?,because the sun is beyond Venus,92,122
245,1408,Ocean zones are also divided based on their depth and their distance from land .,Why are Ocean zones divided ?,based on their depth and their distance from land,29,77
246,636,He s hammering a piece of hot iron in order to shape it .,For what purpose do He hammer a piece of hot iron ?,in order to shape it,35,54
247,869,"The technology needed to gather energy from renewable resources is currently expensive to install , but most of the resources themselves are free for the taking .",For what purpose did The technology need ?,to gather energy from renewable resources,22,62
248,472,That s why problems with the nervous system can affect the entire body .,Why can problems with the nervous system affect the entire body ?,why,7,9
249,1930,The poles are called north and south because they always line up with Earths north - south axis if the magnet is allowed to move freely .,Why are The poles called north and south ?,because they always line up with Earths north - south axis if the magnet is allowed to move freely,37,134
250,1300,"For example , anoles that lived on the forest floor evolved long legs for leaping and running on the ground .",For what purpose did anoles that lived on the forest floor evolve long legs ?,for leaping and running on the ground,70,106
251,466,How do the tides add up to create neap tides ? The Moons high tide occurs in the same place as the Suns low tide and the Moons low tide in the same place as the Suns high tide .,For what purpose do the tides add how ?,to create neap tides,24,43
252,1174,"People die from diseases , thirst , or even in war over scarce resources .",Why do People die ?,"from diseases , thirst , or even in war over scarce resources",11,71
253,209,Do you ride a bus or have someone drive you to school ? Motor vehicles need energy from fossil fuels to run .,To what end do cars need energy from fossil fuels?,to run,101,106
254,60,"Because it has four valence electrons , carbon needs four more electrons to fill its outer energy level .",Why does carbon need four more electrons to fill its external energy level?,Because it has four valence electrons,0,36
255,609,"That s 10 quadrillion waves per second ! Because of their high frequencies , gamma rays are also the most energetic of all electromagnetic waves .",Why are gamma rays are the most energetic of all electromagnetic waves ?,Because of their high frequencies,41,73
256,1981,"You can remember they are called ventricles because they are shaped like a "" V.",Why are they called ventricles ?,"because they are shaped like a "" V.",44,78
257,217,That s why there is greater air resistance against the parachute than the skydivers body .,Why is the air resistance against the parachute greater than the body of the parachutist?,why,7,9
258,1039,"Q : In a lab or factory , reactants can be heated to very high temperatures or placed under great pressure so they will react very quickly .",For what purpose did reactants place under great pressure in a lab or factory ?,so they will react very quickly,107,137
259,831,"To learn more about hearing loss , watch the animation at this URL : ( 1:39 ) .",For what purpose do the animation at this URL watch ?,To learn more about hearing loss,0,31
260,580,"For a cartoon about the male reproductive system , watch this video : http MEDIA Click image to the left or use the URL below .",For what purpose do this video watch http MEDIA Click image to the left or use the URL below ?,For a cartoon about the male reproductive system,0,47
